provider_number,fy_start,fy_end,date_processed,date_created,data_source,beds,tot_charges,net_pat_rev,tot_discounts,tot_operating_exp,ip_charges,icu_charges,ancillary_charges,tot_discharges,mcare_discharges,mcaid_discharges,tot_mcare_payment,secondary_mcare_payment,street,city,state,zip,county,name,uncomp_care,cost_to_charge,new_cap_ass,cash,fixed_assets,depr_land,depr_bldg,depr_lease,depr_fixed_equip,depr_auto,depr_major_equip,depr_minor_equip,current_assets,current_liabilities,pps_ip_charges,pps_op_charges,pps_mcare_cost,pps_pgm_cost,hvbp_payment,hrrp_payment,tot_uncomp_care_charges,tot_uncomp_care_partial_pmts,bad_debt,depr_HIT,year,source
10056,2009-07-01,2010-06-30,2011-06-10,2011-06-07,v1996,404.0,918296936.0,359315937.0,558980999.0,341682369.0,47496790.0,31310020.0,401472802.0,22109.0,6891.0,473.0,59927003.0,119400.0,810 ST VINCENT S DRIVE,BIRMINGHAM,AL,35205-,JEFFERSON,ST VINCENT S HOSPITAL,33146527.0,0.334919,,1505609.0,218512970.0,4088733.0,72541856.0,273003.0,43639762.0,301429.0,143742913.0,,139183808.0,17167751.0,477330861.0,432493575.0,66142215.0,60013629.0,,,,,,,2010,unique reports
10066,2009-07-01,2010-06-30,2010-12-14,2010-12-10,v1996,22.0,6662067.0,2602586.0,4059481.0,2580683.0,621464.0,,2438074.0,506.0,321.0,15.0,1226170.0,,515 EAST 5TH AVENUE,FLORALA,AL,36442-,COVINGTON,FLORALA MEMORIAL HOSPITAL,,0.433402,,33607.0,417059.0,,,,,,,,774010.0,258570.0,3059540.0,2701184.0,1043546.0,1007303.0,,,,,,,2010,unique reports
10078,2009-07-01,2010-06-30,2011-06-24,2011-06-16,v1996,243.0,685635337.0,135423763.0,550211574.0,147559491.0,66766212.0,7828512.0,329007188.0,13712.0,5411.0,2459.0,47556179.0,94437.0,400 EAST TENTH STREET,ANNISTON,AL,36202-,CALHOUN,NORTHEAST ALABAMA REGIONAL MED CTR,60452642.0,0.193934,,6103167.0,83894687.0,,,,,,,,29436288.0,13958398.0,392667825.0,279472626.0,43941400.0,40618299.0,,,,,,,2010,unique reports
10079,2009-07-01,2010-06-30,2010-12-07,2010-12-03,v1996,101.0,149039389.0,61292909.0,87746480.0,61410519.0,12127282.0,1805944.0,47423470.0,3675.0,1662.0,676.0,13316887.0,111761.0,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611,LIMESTONE,ATHENS LIMESTONE,,0.298933,,1377345.0,26070473.0,,,,,,,,15039560.0,5302352.0,62005412.0,81355991.0,12970276.0,11701501.0,,,,,,,2010,unique reports
10085,2009-07-01,2010-06-30,2010-12-28,2010-12-27,v1996,178.0,230097514.0,113502444.0,116595070.0,119788848.0,18047856.0,8527257.0,53892553.0,7528.0,3318.0,943.0,26581872.0,36225.0,7TH STREET S.E.,DECATUR,AL,35609-,MORGAN,DECATUR GENERAL,,0.378068,,7540856.0,44255220.0,,,,,,,,32936801.0,3470120.0,93021540.0,112813077.0,24807301.0,22635927.0,,,,,,,2010,unique reports
10086,2009-05-01,2010-04-30,2010-10-14,2010-10-11,v1996,61.0,109459593.0,33989074.0,75470519.0,32751124.0,2950977.0,550376.0,35495070.0,2100.0,1230.0,201.0,6451689.0,9437.0,HIGHWAY 78 WEST,WINFIELD,AL,35594-,MARION,NORTHWEST MEDICAL CENTER,4186026.0,0.230287,1126102.0,60496.0,18334185.0,392200.0,4236405.0,92335.0,224268.0,,4519512.0,1758468.0,5178046.0,1772043.0,40525882.0,57914310.0,5851489.0,5301390.0,,,,,,,2010,unique reports
10089,2009-07-01,2010-06-30,2011-03-07,2011-02-28,v1996,139.0,365509964.0,74071271.0,291438693.0,80815640.0,27503066.0,7426900.0,144727900.0,5797.0,2237.0,1917.0,17951939.0,21811.0,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,WALKER - BAPTIST MEDICAL CENTER,32116860.0,0.207816,,41818.0,31140979.0,,33475046.0,,,,,,15205195.0,39295220.0,191861354.0,167438603.0,16635370.0,14673406.0,,,,,,,2010,unique reports
10090,2009-07-01,2010-06-30,2010-12-28,2010-12-27,v1996,349.0,683917791.0,192009751.0,491908040.0,189889878.0,43201973.0,18987135.0,326485427.0,14476.0,4925.0,1893.0,48365069.0,,6801 AIRPORT BLVD,MOBILE,AL,36608-,MOBILE,PROVIDENCE HOSPITAL,,0.268796,,8547437.0,60172699.0,5115430.0,36744386.0,80405.0,2510240.0,304482.0,96582181.0,7007.0,44599129.0,27454589.0,396454021.0,287241120.0,48242828.0,46032860.0,,,,,,,2010,unique reports
10091,2009-07-01,2010-06-30,2010-12-28,2010-12-28,v1996,24.0,28984316.0,13964976.0,15019340.0,14816879.0,2949478.0,,5400989.0,970.0,326.0,379.0,1422136.0,6033.0,295 SOUTH JACKSON STREET,GROVE HILL,AL,36451-,CLARKE,GROVE HILL MEMORIAL HOSPITAL,2190278.0,0.342186,19320.0,133802.0,1610988.0,,5705052.0,,,,,,3818078.0,1264196.0,11557802.0,15715967.0,848528.0,796769.0,,,,,,,2010,unique reports
10100,2009-04-01,2010-03-31,2011-08-26,2011-08-25,v1996,130.0,441081546.0,128752289.0,312329257.0,128487425.0,12198548.0,6820812.0,173472254.0,8861.0,3239.0,1177.0,27393865.0,47670.0,123 MAIN STREET,FAIRHOPE,AL,36533-,BALDWIN,THOMAS HOSPITAL,14423705.0,0.258403,6234244.0,19095227.0,92804508.0,,69904355.0,,,,,,43920380.0,13846238.0,198042268.0,243039278.0,28800705.0,25604898.0,,,,,,,2010,unique reports
10101,2009-07-01,2010-06-30,2011-03-07,2011-03-02,v1996,82.0,170150333.0,36191780.0,133958553.0,34182939.0,5403558.0,2457808.0,53726030.0,3439.0,1176.0,1586.0,8255506.0,8108.0,604 STONE AVENUE,TALLADEGA,AL,35161,TALLADEGA,CITIZENS BAPTIST MEDICAL CENTER,14029503.0,0.200909,,4588.0,10965422.0,,,,,,,19603573.0,8201995.0,4866788.0,66950607.0,100019916.0,5411964.0,4995581.0,,,,,,,2010,unique reports
10103,2009-07-01,2010-06-30,2010-12-14,2010-12-13,v1996,269.0,1312737713.0,205654642.0,1107083071.0,171102980.0,83306072.0,53309422.0,650903384.0,12230.0,4895.0,1930.0,59948664.0,72209.0,701 PRINCETON AVE SW,BIRMINGHAM,AL,35211,JEFFERSON,BMC PRINCETON,191760915.0,0.140852,,46821.0,57465618.0,,,,,,,158935442.0,35685569.0,-180330218.0,807543195.0,489373486.0,46217203.0,42700931.0,,,,,,,2010,unique reports
10104,2009-07-01,2010-06-30,2010-12-07,2010-12-01,v1996,290.0,1277233147.0,247814056.0,1029419091.0,252688719.0,69767074.0,98063052.0,550553414.0,13105.0,4334.0,1478.0,48213855.0,60604.0,800 MONTCLAIR ROAD,BIRMINGHAM,AL,35213-,JEFFERSON,TRINITY MEDICAL CENTER,68431845.0,0.149722,18782243.0,-254866.0,40492675.0,86509.0,8046231.0,225450.0,589024.0,122622.0,28817709.0,2344645.0,43197089.0,149130257.0,748817346.0,528415801.0,47398070.0,43916663.0,,,,,,,2010,unique reports
10108,2009-07-01,2010-06-30,2010-12-28,2010-12-27,v1996,50.0,138408120.0,24081293.0,114326827.0,27351556.0,7209966.0,1357516.0,35584271.0,2185.0,864.0,176.0,4646170.0,2959.0,124 SOUTH MEMORIAL DRIVE,PRATTVILLE,AL,36067-,AUTAUGA,PRATTVILLE BAPTIST HOSPITAL,,0.179664,1666262.0,991.0,12881625.0,,,,,,17678474.0,,4633842.0,22365658.0,44169577.0,94238543.0,3925095.0,3563131.0,,,,,,,2010,unique reports
10113,2009-04-01,2010-03-31,2010-09-17,2010-09-17,v1996,605.0,1041439346.0,338751085.0,702688261.0,337675575.0,89033427.0,28994649.0,522809506.0,24360.0,9275.0,3363.0,82474750.0,44154.0,FIVE MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652-,MOBILE,MOBILE INFIRMARY MEDICAL CENTER,58732749.0,0.266282,4941894.0,36994225.0,80063112.0,3277889.0,103815175.0,1215934.0,2436644.0,,139112669.0,,198731498.0,29720141.0,677755724.0,358745341.0,80610332.0,76062915.0,,,,,,,2010,unique reports
10118,2009-07-01,2010-06-30,2010-12-07,2010-12-03,v1996,149.0,305850693.0,89905391.0,215945302.0,86960648.0,10608979.0,3459900.0,165092186.0,9138.0,2992.0,3526.0,28476205.0,10340.0,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701-,DALLAS,VAUGHAN REGIONAL MEDICAL CTR,20783816.0,0.186833,1677771.0,-376373.0,44654916.0,55915.0,7103089.0,487880.0,,,6498535.0,3048693.0,11239507.0,3762115.0,179161065.0,124455520.0,16745512.0,15678126.0,,,,,,,2010,unique reports
10125,2009-05-01,2010-04-30,2010-10-14,2010-09-29,v1996,47.0,46259709.0,18332772.0,27926937.0,15028291.0,2877686.0,388800.0,20763872.0,1989.0,1103.0,348.0,6500841.0,19965.0,HIGHWAY 195 EAST,HALEYVILLE,AL,35565-,WINSTON,LAKELAND COMMUNITY HOSPITAL,3750495.0,0.289241,506237.0,10955.0,3334426.0,113940.0,2076667.0,83642.0,198199.0,,3492725.0,60606.0,2837702.0,635611.0,24030360.0,19470682.0,4796640.0,4175500.0,,,,,,,2010,unique reports
10126,2009-04-01,2010-01-15,2013-05-17,2013-05-17,v1996,97.0,89651416.0,26619713.0,63031703.0,31588142.0,5625446.0,1637129.0,22887803.0,1912.0,799.0,383.0,4575012.0,3582.0,130 HIGHWAY 231,TROY,AL,36081,PIKE,TROY REGIONAL MEDICAL CENTER,11626566.0,0.217285,,2373930.0,,,,,,,,,3305090.0,5083332.0,30827441.0,48573677.0,4810611.0,4233037.0,,,,,,,2010,unique reports
10129,2009-04-01,2010-03-31,2010-09-09,2010-08-31,v1996,55.0,56314177.0,21774720.0,34539457.0,26974793.0,1629633.0,477618.0,12589888.0,1494.0,462.0,360.0,3073728.0,,1815 HAND AVENUE,BAY MINETTE,AL,36507-,BALDWIN,NORTH BALDWIN INFIRMARY,1.0,0.381663,2352467.0,1011546.0,23282893.0,,18842945.0,,,,,,4458346.0,17525484.0,15918906.0,38343676.0,3106326.0,2429447.0,,,,,,,2010,unique reports
10130,2009-07-01,2010-06-30,2010-12-27,2010-12-20,v1996,82.0,60063241.0,18718209.0,41345032.0,23527185.0,2478821.0,990343.0,15383318.0,1368.0,473.0,170.0,2717473.0,,2805 DR. JOHN HAYNES DRIVES,PELL CITY,AL,35215,ST. CLAIR,ST. VINCENT S ST. CLAIR,6208236.0,0.281848,833377.0,-254165.0,811814.0,5313.0,85648.0,,24485.0,,722378.0,,-17086202.0,1277156.0,18824446.0,39358205.0,3642649.0,3614187.0,,,,,,,2010,unique reports
10131,2009-07-01,2010-06-30,2010-12-28,2010-12-27,v1996,150.0,924136544.0,170667943.0,753468601.0,158867364.0,49371943.0,7315991.0,353641517.0,9647.0,3843.0,671.0,28349896.0,21159.0,ONE HOSPITAL DRIVE,HUNTSVILLE,AL,35801-,MADISON,CRESTWOOD MEDICAL CENTER,6118592.0,0.139296,,-162897.0,111077106.0,247209.0,7728478.0,711268.0,426061.0,,11717825.0,2886422.0,19440886.0,17938606.0,410329452.0,511851293.0,31746697.0,28476844.0,,,,,,,2010,unique reports
10149,2009-07-01,2010-06-30,2010-12-28,2010-12-27,v1996,141.0,449807319.0,109647225.0,340160094.0,100170910.0,39667176.0,18644455.0,199598282.0,10644.0,2250.0,2579.0,18869275.0,27796.0,400 TAYLOR ROAD,MONTGOMERY,AL,36117-,MONTGOMERY,BAPTIST MEDICAL CENTER EAST,,0.205719,914512.0,2200.0,54350757.0,,,,,,54176349.0,,35807872.0,84500825.0,262940531.0,186866788.0,13573358.0,12778848.0,,,,,,,2010,unique reports
10150,2009-02-01,2010-01-31,2013-06-13,2013-06-13,v1996,44.0,115002964.0,25145862.0,89857102.0,29527111.0,5236869.0,2843522.0,44172103.0,1791.0,864.0,254.0,4779714.0,14298.0,L. V. STABLER DRIVE,GREENVILLE,AL,36037-3800,BUTLER,L. V. STABLER MEMORIAL HOSPITAL,18016612.0,0.149617,1094889.0,-88815.0,7991430.0,242946.0,5051936.0,988923.0,980129.0,,3911041.0,829373.0,4167771.0,43356605.0,61581371.0,51238872.0,4214590.0,3727758.0,,,,,,,2010,unique reports
10152,2009-04-01,2010-03-31,2010-09-09,2010-09-08,v1996,124.0,154198250.0,56281528.0,97916722.0,63316669.0,5163701.0,3596820.0,57820620.0,2791.0,796.0,373.0,6366688.0,12379.0,5600 GIRBY ROAD,MOBILE,AL,36693-,MOBILE,INFIRMARY WEST,25742365.0,0.24557,194946.0,1992600.0,7123909.0,5916.0,410651.0,,,,4434910.0,,7506427.0,3724046.0,66581144.0,65265411.0,6519381.0,6076037.0,,,,,,,2010,unique reports
10157,2009-04-01,2010-03-31,2010-09-22,2010-09-22,v1996,122.0,106950436.0,28470450.0,78479986.0,33865688.0,3643875.0,1100350.0,43747967.0,1363.0,749.0,118.0,4611708.0,2522.0,201 W AVALON AVE.,MUSCLE SHOALS,AL,35661-,COLBERT,SHOALS HOSPITAL,18479115.0,0.304524,3195568.0,3359318.0,66751397.0,,58747545.0,,,,95886417.0,,30847094.0,20572376.0,56099779.0,46080199.0,5569316.0,4913684.0,,,,,,,2010,unique reports
10164,2009-08-01,2010-07-31,2011-04-20,2011-04-18,v1996,122.0,207378310.0,58733513.0,148644797.0,60210211.0,10019916.0,2961750.0,75054772.0,3986.0,1564.0,1061.0,10928167.0,4234.0,314 WEST HICKORY STREET,SYLACAUGA,AL,35150-,TALLEDEGA,COOSA VALLEY MEDICAL CENTER,11739105.0,0.197533,663605.0,8913452.0,34034754.0,,,,10665907.0,,,,20753707.0,7334426.0,98647122.0,105919755.0,8856365.0,8035815.0,,,,,,,2010,unique reports
12006,2009-04-01,2010-03-31,2010-09-17,2010-09-17,v1996,191.0,29884223.0,12157641.0,17726582.0,9247428.0,4452464.0,,25401778.0,308.0,175.0,,,,5644 GIRBY ROAD,MOBILE,AL,36693-,MOBILE,INFIRMARY LTAC HOSPITAL,,0.425464,,4970755.0,551449.0,,,14961.0,,,175827.0,,7022158.0,701874.0,29854243.0,,7160322.0,7014165.0,,,,,,,2010,unique reports
12007,2009-07-01,2010-06-30,2011-12-09,2011-12-01,v1996,65.0,34038135.0,13002143.0,21035992.0,11714991.0,8541734.0,,25496401.0,441.0,289.0,,,,1725 PINE STREET 5TH FLOOR,MONTGOMERY,AL,36106-,MONTGOMERY,NOLAND HOSPITAL MONTGOMERY,,0.360549,49058.0,-359231.0,1096645.0,,,322271.0,,,1782105.0,,16290305.0,834675.0,34038135.0,,9119336.0,8175607.0,,,,,,,2010,unique reports
12008,2009-09-01,2010-08-31,2012-01-25,2012-01-25,v1996,38.0,37131708.0,13010878.0,24120830.0,11989565.0,9797272.0,,27334436.0,310.0,230.0,,,,800 MONTCLAIR ROAD  9TH FLOOR,BIRMINGHAM,AL,35213,JEFFERSON,SSH - BIRMINGHAM,,0.31549,7023.0,,367456.0,,643449.0,,,,1080656.0,,1353182.0,142339.0,36300084.0,,8119611.0,7509814.0,,,,,,,2010,unique reports
12009,2009-07-01,2010-06-30,2011-11-30,2011-11-29,v1996,45.0,32489009.0,12738332.0,19750677.0,10678056.0,7469019.0,,25019990.0,346.0,253.0,,,,50 MEDICAL PARK EAST  8TH FLOOR,BIRMINGHAM,AL,35235-,JEFFERSON,NOLAND HOSPITAL BIRMINGHAM,,0.343401,182890.0,-91825.0,657074.0,,,,,,1066823.0,,7526107.0,619219.0,32489009.0,,7756273.0,7169282.0,,,,,,,2010,unique reports
12011,2009-02-01,2010-01-31,2011-07-29,2011-07-28,v1996,38.0,29650258.0,10079306.0,19570952.0,8731633.0,7236385.0,,22413873.0,332.0,288.0,,,,400 E. 10TH STREET 4TH FLOOR,ANNISTON,AL,36207-4716,CALHOUN,NOLAND HOSPITAL ANNISTON,,0.31087,207705.0,-177038.0,969067.0,,,207103.0,,,814755.0,,11762656.0,4855543.0,29650258.0,,7897240.0,7138160.0,,,,,,,2010,unique reports
12012,2009-04-01,2010-03-31,2011-09-08,2011-09-02,v1996,27.0,39448262.0,11552317.0,27895945.0,9177415.0,7509559.0,,31938703.0,277.0,226.0,,,,809 UNIVERSITY BLVD E. 4TH FLOOR,TUSCALOOSA,AL,35402-0284,TUSCALOOSA,NOLAND HOSPITAL TUSCALOOSA,,0.241984,174197.0,-74773.0,697011.0,,,151853.0,,,842599.0,,10111176.0,6610851.0,39448261.0,,7078646.0,6433788.0,,,,,,,2010,unique reports
13029,2009-06-01,2010-05-31,2010-11-03,2010-11-02,v1996,70.0,41739839.0,22737118.0,19002721.0,16867666.0,13991610.0,,27435908.0,1550.0,1054.0,,,,107 GOVERNOR S DRIVE,HUNTSVILLE,AL,35801-,MADISON,HEALTHSOUTH REHAB OF NORTH ALABAMA,,0.416471,204496.0,58742268.0,9872193.0,,1745288.0,779725.0,,,579604.0,,61430826.0,11545435.0,41427518.0,312322.0,12164190.0,10728704.0,,,,,,,2010,unique reports
