provider_number,fy_start,fy_end,date_processed,date_created,data_source,beds,tot_charges,net_pat_rev,tot_discounts,tot_operating_exp,ip_charges,icu_charges,ancillary_charges,tot_discharges,mcare_discharges,mcaid_discharges,tot_mcare_payment,secondary_mcare_payment,street,city,state,zip,county,name,uncomp_care,cost_to_charge,new_cap_ass,cash,fixed_assets,depr_land,depr_bldg,depr_lease,depr_fixed_equip,depr_auto,depr_major_equip,depr_minor_equip,current_assets,current_liabilities,pps_ip_charges,pps_op_charges,pps_mcare_cost,pps_pgm_cost,hvbp_payment,hrrp_payment,tot_uncomp_care_charges,tot_uncomp_care_partial_pmts,bad_debt,depr_HIT,year,source
10001,2008-10-01,2009-09-30,2010-11-03,2010-10-25,v1996,370.0,980776069.0,236050709.0,744725360.0,244567428.0,91187217.0,18606299.0,370667002.0,18135.0,8224.0,4227.0,77392364.0,557218.0,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301-,HOUSTON,SOUTHEAST ALABAMA MEDICAL CENTER,74888628.0,0.213747,21236591.0,11026821.0,161902228.0,,,,,,238923334.0,,51688266.0,33284319.0,481443938.0,436723929.0,63056178.0,58133433.0,,,,,,,2009,unique reports
10005,2008-10-01,2009-09-30,2010-05-25,2010-05-21,v1996,114.0,184944919.0,64274300.0,120670619.0,68806697.0,10411901.0,1892660.0,52541219.0,5712.0,2245.0,1084.0,16336485.0,11957.0,2505 U.S. HIGHWAY 431,BOAZ,AL,35957-,MARSHALL,MARSHALL MEDICAL CENTER - SOUTH,22373664.0,0.338088,2857924.0,2381672.0,58287097.0,1502280.0,28103520.0,,6059819.0,,36162096.0,,29314666.0,7685869.0,63831406.0,111096442.0,13609924.0,11232828.0,,,,,,,2009,unique reports
10007,2008-10-01,2009-09-30,2013-05-30,2013-05-21,v1996,78.0,49087280.0,15577782.0,33509498.0,16809041.0,3278460.0,1018784.0,17537303.0,2173.0,1256.0,238.0,6270515.0,,702 MAIN STREET,OPP,AL,36462-,COVINGTON,MIZELL MEMORIAL HOSPITAL,3759817.0,0.328261,2620739.0,575199.0,8649034.0,,10000000.0,,,,8773211.0,,5269855.0,1867447.0,23722639.0,24230511.0,5790742.0,5252367.0,,,,,,,2009,unique reports
10008,2009-01-01,2009-12-31,2010-06-11,2010-06-10,v1996,29.0,25498474.0,9647437.0,15851037.0,9739449.0,2116408.0,,8775777.0,1007.0,375.0,294.0,2347640.0,,101 HOSPITAL CIRCLE,LUVERNE,AL,36049-,CRENSHAW,CRENSHAW COMMUNITY HOSPITAL,2958189.0,0.393387,23102.0,261455.0,122939.0,,,,,,162256.0,,1540607.0,1529170.0,13527848.0,10100694.0,1542401.0,1424410.0,,,,,,,2009,unique reports
10010,2008-10-01,2009-09-30,2010-04-12,2010-03-08,v1996,90.0,137831910.0,52980613.0,84851297.0,55479408.0,9324333.0,1319943.0,38668108.0,4227.0,2016.0,588.0,13310465.0,4876.0,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976-,MARSHALL,MARSHALL MEDICAL CENTER - NORTH,13745290.0,0.362146,3593277.0,11167694.0,27793289.0,2409312.0,16788297.0,,1422355.0,,29969651.0,,20780801.0,4194599.0,48088385.0,78845794.0,12024549.0,10744391.0,,,,,,,2009,unique reports
10016,2008-10-01,2009-09-30,2010-03-10,2010-02-26,v1996,191.0,691517836.0,122585110.0,568932726.0,114389544.0,50588577.0,12135456.0,340859125.0,10121.0,3340.0,2042.0,29111853.0,73914.0,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,SHELBY BAPTIST MEDICAL CENTER,46238649.0,0.164873,,123683.0,78191356.0,,,,,,82204646.0,,16978368.0,48915221.0,400942560.0,282960149.0,26595437.0,24529903.0,,,,,,,2009,unique reports
10018,2008-10-01,2009-09-30,2011-04-20,2011-03-31,v1996,16.0,69596020.0,23872571.0,45723449.0,25974373.0,209692.0,,1569527.0,167.0,49.0,20.0,435671.0,,1720 UNIVERSITY BOULEVARD,BIRMINGHAM,AL,35233-,JEFFERSON,CALLAHAN EYE FOUNDATION HOSP,1847651.0,0.308725,755596.0,2241304.0,19726660.0,118819.0,19838488.0,1765845.0,3239497.0,30183.0,13697887.0,,6498167.0,3783917.0,1779219.0,60705791.0,539494.0,480468.0,,,,,,,2009,unique reports
10019,2008-10-01,2009-09-30,2010-03-22,2010-03-22,v1996,185.0,228927258.0,75519752.0,153407506.0,80672039.0,20250409.0,3413206.0,81374893.0,7836.0,3244.0,960.0,23578595.0,5492.0,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660-,COLBERT,HELEN KELLER HOSPITAL,12326911.0,0.330111,,3626004.0,37446750.0,,,,,,,64880114.0,19165746.0,4094178.0,100172758.0,115101478.0,21651154.0,19945162.0,,,,,,,2009,unique reports
10021,2008-10-01,2009-09-30,2013-06-19,2013-06-11,v1996,77.0,67423456.0,26920955.0,40502501.0,29091550.0,1846297.0,1103746.0,16969114.0,1842.0,889.0,311.0,5819076.0,,126 HOSPITAL,OZARK,AL,36360,DALE,DALE MEDICAL CENTER,7012840.0,0.310883,,14870237.0,11569676.0,,7249092.0,,,,4832730.0,,21841729.0,5635526.0,23521150.0,43902307.0,4655125.0,4367925.0,,,,,,,2009,unique reports
10029,2008-10-01,2009-09-30,2010-08-24,2010-08-23,v1996,266.0,478296822.0,217988966.0,260307856.0,223401400.0,41716581.0,8773520.0,,15336.0,5763.0,2379.0,53412301.0,58841.0,2000 PEPPERELL PKWY,OPELIKA,AL,36802-,LEE,EAST ALABAMA MEDICAL CENTER,,0.41675,8625989.0,115465796.0,151825168.0,,,,,,137534641.0,,146686807.0,34554152.0,229638753.0,226159349.0,49014712.0,41845942.0,,,,,,,2009,unique reports
10032,2008-10-01,2009-09-30,2010-03-16,2010-03-12,v1996,34.0,20362248.0,8688168.0,11674080.0,10972569.0,1590817.0,,6307185.0,676.0,408.0,63.0,1717786.0,,301 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,WEDOWEE HOSPITAL,,0.390776,,17006.0,952145.0,,,,,,,,1366776.0,1624920.0,7898002.0,12217947.0,1578762.0,1496196.0,,,,,,,2009,unique reports
10033,2008-10-01,2009-09-30,2010-03-30,2010-03-30,v1996,989.0,2904998941.0,1037521612.0,1867477329.0,1088139612.0,215868408.0,290060493.0,1719979137.0,37028.0,9791.0,10835.0,194892046.0,569043.0,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,UNIVERSITY OF ALABAMA HOSPITAL,279127438.0,0.262196,15259368.0,46577000.0,,,,,,,,,184346000.0,74338000.0,2246382198.0,631879455.0,157507381.0,141017447.0,,,,,,,2009,unique reports
10034,2008-10-01,2009-09-30,2010-07-15,2010-07-08,v1996,37.0,44977217.0,23310673.0,21666544.0,25363630.0,3667953.0,849750.0,10468331.0,1799.0,797.0,232.0,4826155.0,23753.0,805 FRIENDSHIP DRIVE,TALLASSEE,AL,36078-0707,ELMORE,COMMUNITY HOSPITAL  INC.,,0.405546,,385820.0,7544840.0,,,,,,,,11313915.0,3519516.0,16940788.0,18461712.0,3867993.0,3543747.0,,,,,,,2009,unique reports
10040,2009-01-01,2009-12-31,2010-06-30,2010-06-22,v1996,265.0,1049558882.0,173464578.0,876094304.0,171666118.0,77223039.0,22483854.0,530122709.0,11425.0,4543.0,2188.0,42245048.0,38088.0,1007 GOODYEAR AVENUE,GADSDEN,AL,35999-,ETOWAH,GADSDEN REGIONAL MEDICAL CENTER,61193542.0,0.107928,32408119.0,-627861.0,124936363.0,204875.0,5260295.0,479634.0,292349.0,,7845765.0,1171471.0,27789669.0,199956906.0,647665105.0,401893777.0,37438442.0,34833540.0,,,,,,,2009,unique reports
10044,2008-10-01,2009-09-30,2012-02-08,2012-02-06,v1996,36.0,52390715.0,19742262.0,32648453.0,22623153.0,1755146.0,460023.0,14913738.0,1236.0,630.0,115.0,3034227.0,4094.0,1256 MILITARY ST SOUTH,HAMILTON,AL,35570-,MARION,MARION REGIONAL MEDICAL CENTER,3745856.0,0.375963,188948.0,878800.0,8367466.0,,,,,,7730342.0,,4247876.0,2336944.0,22165182.0,24840614.0,3065307.0,2809830.0,,,,,,,2009,unique reports
10045,2008-10-01,2009-09-30,2013-06-05,2012-10-19,v1996,42.0,71542695.0,23527230.0,48015465.0,24633256.0,2462698.0,867425.0,19398766.0,1481.0,855.0,203.0,4476225.0,,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555-,FAYETTE,FAYETTE MEDICAL CENTER DCH,5875482.0,0.330002,,3236689.0,9943172.0,,,,,,17036954.0,,9620887.0,2238357.0,29039804.0,38263160.0,5204252.0,4772946.0,,,,,,,2009,unique reports
10047,2009-01-01,2009-12-31,2010-05-13,2010-05-10,v1996,22.0,13879518.0,9026743.0,4852775.0,8573178.0,2538511.0,,3684741.0,1862.0,993.0,270.0,4447948.0,,515 MIRANDA STREET,GEORGIANA,AL,36033,BUTLER,GEORGIANA HOSPITAL,,0.530671,,658729.0,2198130.0,,,,,,2422327.0,,1775839.0,631870.0,6123428.0,7063973.0,1804710.0,1722827.0,,,,,,,2009,unique reports
10049,2009-01-01,2009-12-31,2012-12-03,2012-12-03,v1996,131.0,259742049.0,53541398.0,206200651.0,53032805.0,15770709.0,2500970.0,89694202.0,4999.0,1637.0,1627.0,9136477.0,3685.0,400 NORTH EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,MEDICAL CENTER ENTERPRISE,16110950.0,0.135188,26505499.0,-399550.0,24728527.0,44171.0,1186177.0,176196.0,120233.0,,2767569.0,867680.0,8256245.0,36842883.0,107965881.0,151776168.0,8142909.0,7509756.0,,,,,,,2009,unique reports
10051,2008-10-01,2009-09-30,2013-06-19,2013-06-11,v1996,24.0,9224194.0,7608533.0,1615661.0,8723540.0,755450.0,,1793451.0,557.0,320.0,129.0,1531329.0,,509 WILSON AVENUE,EUTAW,AL,35462,GREENE,GREENE COUNTY HOSPITAL,,0.793457,,624778.0,1111204.0,,,,,,,,1581589.0,577003.0,5559831.0,2129308.0,1050221.0,1023329.0,,,,,,,2009,unique reports
10052,2009-01-01,2009-12-31,2010-06-21,2010-06-18,v1996,46.0,20579910.0,14263799.0,6316111.0,14595081.0,1248582.0,,4150485.0,1018.0,487.0,186.0,2291899.0,,1231 SOUTH STREET,DADEVILLE,AL,36853-,TALLAPOOSA,LAKE MARTIN COMMUNITY HOSPITAL,1963812.0,0.61732,139467.0,215217.0,758925.0,,,,1401324.0,,,,4058966.0,1589944.0,5398666.0,9674301.0,1322716.0,1216796.0,,,,,,,2009,unique reports
10058,2008-10-01,2009-09-30,2013-06-18,2012-08-16,v1996,25.0,20430305.0,14047434.0,6382871.0,12543367.0,722851.0,,2508216.0,273.0,145.0,23.0,739540.0,726.0,165 PIERSON AVENUE,CENTREVILLE,AL,35042,BIBB,BIBB MEDICAL CENTER,,0.612522,,1652143.0,10213101.0,,,,,,,,6245920.0,1288570.0,11112805.0,8219463.0,915397.0,862627.0,,,,,,,2009,unique reports
10059,2009-03-01,2009-09-30,2010-04-12,2010-04-07,v1996,37.0,27646284.0,9840004.0,17806280.0,10439097.0,1942450.0,629200.0,9957141.0,1079.0,586.0,78.0,3451537.0,6610.0,202 HOSPITAL STREET,MOULTON,AL,35650-,LAWRENCE,LAWRENCE MEDICAL CENTER,2386363.0,0.327188,106044.0,708733.0,971397.0,893.0,,17306.0,397.0,,305567.0,1468363.0,2404343.0,1569587.0,13016535.0,14036900.0,2562351.0,2413923.0,,,,,,,2009,unique reports
10061,2008-10-01,2009-09-30,2013-06-18,2012-08-10,v1996,170.0,109172241.0,39131720.0,70040521.0,44563039.0,12154682.0,1918455.0,40140028.0,5273.0,2457.0,1355.0,13161678.0,34415.0,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768-,JACKSON,HIGHLANDS MEDICAL CENTER,9242411.0,0.395666,3266917.0,1447327.0,16054989.0,,,,,,27419220.0,,12320291.0,11266845.0,57854435.0,47201634.0,11995870.0,11125367.0,,,,,,,2009,unique reports
10062,2008-10-01,2009-09-30,2010-03-22,2010-03-22,v1996,73.0,40301184.0,20080122.0,20221062.0,21123534.0,2015270.0,871866.0,11666578.0,1817.0,955.0,223.0,5177645.0,9333.0,1200 WEST MAPLE STREET,GENEVA,AL,36340,GENEVA,WIREGRASS MEDICAL CENTER,3865360.0,0.503724,762608.0,1625809.0,7190102.0,,,,,,,16744303.0,5838860.0,2658573.0,22348146.0,15539597.0,4091086.0,3735181.0,,,,,,,2009,unique reports
10065,2009-01-01,2009-12-31,2010-06-10,2010-06-08,v1996,75.0,173971177.0,67157679.0,106813498.0,68468256.0,7520128.0,1212799.0,40967955.0,3794.0,1517.0,843.0,12687851.0,10334.0,POST OFFICE BOX,ALEXANDER CITY,AL,35010,TALLAPOOSA,RUSSELL MEDICAL CENTER,,0.334464,,908479.0,44427444.0,,,,,,,,31161968.0,10146360.0,44641747.0,108984243.0,9596200.0,8736886.0,,,,,,,2009,unique reports
10069,2008-10-01,2009-09-30,2010-04-13,2010-04-13,v1996,29.0,60070513.0,16956867.0,43113646.0,17882884.0,3514773.0,926220.0,17629206.0,1492.0,743.0,125.0,3748642.0,7797.0,820 WEST WASHINGTON STREET,EUFAULA,AL,36026-,BARBOUR,SEAR,,0.239847,267215.0,871508.0,1034605.0,,,,,,327390.0,,4200258.0,1231772.0,25434989.0,33748834.0,3308925.0,3161024.0,,,,,,,2009,unique reports
10073,2008-10-01,2009-09-30,2010-03-16,2010-03-11,v1996,46.0,35285830.0,18554977.0,16730853.0,20644300.0,1530275.0,636350.0,11471763.0,1534.0,865.0,96.0,4114883.0,2796.0,544 EAST AVENUE,ASHLAND,AL,36521-,CLAY,CLAY COUNTY HOSPITAL,1585664.0,0.494203,719841.0,1202066.0,7750850.0,,13672035.0,,,,,,5125632.0,1941792.0,18842828.0,13849057.0,3839385.0,3631650.0,,,,,,,2009,unique reports
10083,2008-10-01,2009-09-30,2013-02-25,2013-02-22,v1996,112.0,361326668.0,80890538.0,280436130.0,76490833.0,14597538.0,2610124.0,160058705.0,6152.0,2668.0,900.0,16597283.0,10921.0,1613 NORTH MCKENZIE,FOLEY,AL,36535,BALDWIN,SOUTH BALDWIN REGIONAL MEDICAL CENTE,23258679.0,0.148406,7480181.0,-96203.0,40142676.0,148292.0,4482393.0,1564357.0,585310.0,15091.0,8704783.0,1919542.0,15227248.0,22188907.0,177266367.0,182489700.0,16447792.0,14523947.0,,,,,,,2009,unique reports
10087,2008-10-01,2009-09-30,2010-03-12,2010-03-09,v1996,131.0,226661103.0,155715479.0,70945624.0,198886313.0,12990642.0,13153688.0,114314723.0,5980.0,987.0,1516.0,23107455.0,70985.0,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,UNIV OF SOUTH ALABAMA MEDICAL CENTER,68450919.0,0.45753,,,,,,,,,,,40066930.0,146939032.0,144982699.0,76334242.0,12695678.0,12243591.0,,,,,,,2009,unique reports
10092,2008-10-01,2009-09-30,2010-11-23,2010-11-22,v1996,476.0,1233392641.0,310890321.0,922502320.0,309650522.0,115511777.0,48850177.0,654901882.0,29576.0,10989.0,6228.0,105432217.0,87280.0,809 UNIVERSITY BLVD EAST,TUSCALOOSA,AL,35401-,TUSCALOOSA,DCH REGIONAL MEDICAL CENTER,110366849.0,0.226632,,8600148.0,230902458.0,,182472061.0,,,,,,134519949.0,29837898.0,791969288.0,380017536.0,84007345.0,77207548.0,,,,,,,2009,unique reports
10095,2008-10-01,2009-09-30,2013-05-30,2013-05-21,v1996,28.0,15667146.0,9653376.0,6013770.0,10825778.0,1397669.0,,2737288.0,787.0,367.0,189.0,1567262.0,,508 GREENE STREET,GREENSBORO,AL,36744,HALE,HALE COUNTY HOSPITAL,,0.410046,,725942.0,2556790.0,,,,,,,,3622545.0,1004019.0,4022088.0,6200950.0,1032540.0,918714.0,,,,,,,2009,unique reports
10097,2009-01-01,2009-12-31,2010-06-21,2010-06-18,v1996,69.0,36975927.0,14629328.0,22346599.0,15423157.0,2671276.0,,5130352.0,1561.0,743.0,159.0,3203519.0,,500 HOSPITAL DRIVE,WETUMPKA,AL,36092-,ELMORE,ELMORE COMMUNITY HOSPITAL,3028180.0,0.373657,272136.0,289335.0,499343.0,,,,609464.0,,,,2268423.0,3629978.0,7801629.0,20609137.0,2370619.0,2041264.0,,,,,,,2009,unique reports
10099,2008-10-01,2009-09-30,2010-11-18,2010-11-18,v1996,64.0,72471892.0,30604835.0,41867057.0,25890781.0,2747545.0,1065222.0,21276844.0,2931.0,1227.0,779.0,5991918.0,7036.0,1301 BELLEVILLE AVENUE,BREWTON,AL,36427,ESCAMBIA,D.W. MCMILLAN MEMORIAL HOSPITAL,17828029.0,0.318379,906526.0,2093588.0,7897340.0,142984.0,6567213.0,,3417549.0,,10039482.0,,5754591.0,6095102.0,26567616.0,43282914.0,5172065.0,4860551.0,,,,,,,2009,unique reports
10102,2008-10-01,2009-09-30,2013-06-10,2013-05-30,v1996,30.0,5506039.0,2653084.0,2852955.0,3287754.0,311720.0,,663951.0,235.0,125.0,30.0,617616.0,,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726-1610,WILCOX,JOHN PAUL JONES,,0.443005,8439.0,37115.0,1148902.0,,531744.0,,137712.0,,1252906.0,,2048824.0,237152.0,975671.0,4316245.0,666941.0,584072.0,,,,,,,2009,unique reports
10109,2008-10-01,2009-09-30,2013-05-30,2013-05-22,v1996,40.0,36862958.0,19644230.0,17218728.0,21515412.0,2657458.0,662899.0,11362030.0,1359.0,768.0,223.0,5742138.0,,R.K. WILSON DRIVE,CARROLLTON,AL,35477,PICKENS,PICKENS COUNTY MEDICAL CENTER,,0.45605,,3074762.0,11792463.0,,,,,,,,5114659.0,2215701.0,15428553.0,16335904.0,4117518.0,3712664.0,,,,,,,2009,unique reports
10110,2009-01-01,2009-12-31,2010-06-11,2010-06-10,v1996,30.0,16684184.0,9668779.0,7015405.0,10209602.0,2374969.0,,3779432.0,1152.0,519.0,365.0,2277236.0,2482.0,102 CONECUH AVENUE,UNION SPRINGS,AL,36089-,BULLOCK,BULLOCK COUNTY HOSPITAL,1765863.0,0.542867,,37414.0,69535.0,,,,,,731380.0,,1163288.0,1718089.0,8132088.0,6302701.0,1536794.0,1395820.0,,,,,,,2009,unique reports
10112,2008-10-01,2009-09-30,2013-06-12,2012-08-07,v1996,99.0,61320916.0,29684223.0,31636693.0,35297691.0,4539735.0,905669.0,22350970.0,3915.0,1437.0,1311.0,6629398.0,,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,37832,MARENGO,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,,0.48078,,359044.0,18292963.0,,,,,,,,6311022.0,4677353.0,30393965.0,22827458.0,6379213.0,5957870.0,,,,,,,2009,unique reports
10114,2009-07-01,2009-12-31,2010-06-08,2010-06-07,v1996,189.0,193055818.0,67289299.0,125766519.0,66161674.0,117678222.0,,,4010.0,1206.0,679.0,10023589.0,5016.0,995 NINTH AVENUE  SOUTHWEST,BESSEMER,AL,35023,JEFFERSON,UAB MEDICAL WEST,21395522.0,0.207457,1198885.0,7200627.0,30245286.0,,,,,,88122522.0,,23840111.0,19332856.0,117757925.0,68128280.0,8599426.0,8016809.0,,,,,,,2009,unique reports
10120,2008-10-01,2009-09-30,2012-11-08,2012-11-07,v1996,94.0,69649406.0,22291149.0,47358257.0,24875786.0,3128142.0,1282933.0,12480224.0,2169.0,1028.0,413.0,4683585.0,1792.0,HIGHWAY 21,MONROEVILLE,AL,36461,MONROE,MONROE COUNTY HOSPITAL,10940880.0,0.303694,913220.0,479972.0,8981655.0,287172.0,5030813.0,,2388204.0,,9526137.0,,4853267.0,3142575.0,17479242.0,47309455.0,4217224.0,3824091.0,,,,,,,2009,unique reports
10137,2008-10-01,2009-09-30,2010-03-16,2010-03-12,v1996,149.0,105920847.0,39154880.0,66765967.0,86146617.0,7325534.0,4478631.0,31817443.0,4286.0,308.0,735.0,4197096.0,,1515 6TH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,COOPER GREEN MERCY HOSPTIAL,12056520.0,0.653591,,2461222.0,37993842.0,2450636.0,17610332.0,,9392450.0,10649.0,16990588.0,,16530756.0,4099657.0,43686253.0,62163442.0,3563527.0,3448900.0,,,,,,,2009,unique reports
10138,2009-01-01,2009-12-31,2010-06-11,2010-06-10,v1996,33.0,5540162.0,3945719.0,1594443.0,4664683.0,36319.0,,2670739.0,983.0,275.0,234.0,922231.0,,751 DERBY DRIVE,YORK,AL,36925,SUMTER,HILL HOSPITAL OF SUMTER COUNTY,824683.0,0.793075,44463.0,235710.0,620445.0,,,,,,2359205.0,,838397.0,533827.0,2707058.0,2257801.0,1009682.0,973518.0,,,,,,,2009,unique reports
10139,2009-01-01,2009-12-31,2012-01-25,2012-01-04,v1996,468.0,2667883219.0,330874595.0,2337008624.0,316065220.0,143959420.0,93086568.0,1366298963.0,22249.0,6418.0,1123.0,60642167.0,922707.0,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,BROOKWOOD MEDICAL CENTER,33191850.0,0.112265,7911165.0,11217.0,171957365.0,1278460.0,55502825.0,2887742.0,5261755.0,89156.0,68356524.0,,44138591.0,25765600.0,1672362439.0,973387855.0,60347939.0,56634827.0,,,,,,,2009,unique reports
10143,2008-10-01,2009-07-14,2013-03-27,2013-03-26,v1996,50.0,64039024.0,15485487.0,48553537.0,18959148.0,2470009.0,402017.0,29720402.0,1133.0,647.0,111.0,3982043.0,,1910 CHEROKEE AVENUE,CULLMAN,AL,35505,CULLMAN,WOODLAND MEDICAL CENTER,,0.200014,,-45396.0,1610440.0,,,,,,814592.0,,3310147.0,565985.0,37690045.0,25921423.0,4716840.0,4269224.0,,,,,,,2009,unique reports
10144,2009-01-01,2009-12-31,2013-02-13,2013-02-13,v1996,198.0,389803246.0,136535729.0,253267517.0,139833078.0,22019994.0,15052733.0,172837457.0,9360.0,2914.0,348.0,24353748.0,14194.0,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,SPRINGHILL MEMORIAL HOSPITAL,4663809.0,0.309536,4062244.0,10802671.0,57988930.0,,,,,,,92920332.0,37540650.0,14671577.0,209910185.0,179893062.0,26161583.0,22934134.0,,,,,,,2009,unique reports
10145,2008-10-01,2009-09-30,2013-06-20,2013-06-11,v1996,111.0,310737725.0,78666381.0,232071344.0,77779192.0,28221981.0,9708489.0,141075663.0,5113.0,1493.0,1318.0,14582210.0,20451.0,2700 HOSPITAL DRIVE,NORTHPORT,AL,35476-,TUSCALOOSA,NORTHPORT MEDICAL CENTER DCH,,0.244721,,2151219.0,49744681.0,,,,,,50762278.0,,17573980.0,5739864.0,195232991.0,101122405.0,11212258.0,10334095.0,,,,,,,2009,unique reports
10146,2008-10-01,2009-09-30,2010-03-16,2010-03-12,v1996,57.0,108949993.0,24370333.0,84579660.0,27780921.0,7350015.0,818867.0,22866745.0,1977.0,709.0,633.0,3503580.0,,1701 PELHAM ROAD  SOUTH,JACKSONVILLE,AL,36265-,CALHOUN,JACKSONVILLE MEDICAL CENTER,,0.186494,6991766.0,106824.0,15380915.0,64288.0,783092.0,274498.0,404098.0,,1201062.0,,2741920.0,2062818.0,36066874.0,69952212.0,3200249.0,2951780.0,,,,,,,2009,unique reports
10148,2009-01-01,2009-12-31,2010-06-11,2010-06-10,v1996,44.0,31933191.0,16714186.0,15219005.0,16955528.0,2354018.0,,12072559.0,2489.0,1185.0,574.0,5738522.0,5338.0,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401-,CONECUH,EVERGREEN MEDICAL CENTER,3573157.0,0.386128,,416525.0,,,,,,,,,2846100.0,2993644.0,15766728.0,14455682.0,3596419.0,3247350.0,,,,,,,2009,unique reports
10157,2009-01-01,2009-03-31,2009-10-29,2009-10-21,v1996,122.0,24519761.0,10455581.0,14064180.0,7498862.0,860442.0,233450.0,9521789.0,304.0,153.0,22.0,871643.0,,201 W AVALON AVE.,MUSCLE SHOALS,AL,35661-,COLBERT,SHOALS HOSPITAL,4432100.0,0.29916,2300.0,5844053.0,74338809.0,,54444091.0,,,,91235377.0,,35690302.0,21179384.0,11669575.0,11658582.0,1310682.0,1136209.0,,,,,,,2009,unique reports
10158,2009-01-01,2009-12-31,2010-06-11,2010-06-10,v1996,92.0,112968368.0,31979183.0,80989185.0,32292781.0,4307311.0,1234200.0,54844124.0,3324.0,1336.0,802.0,9214325.0,53204.0,15155 HWY 43,RUSSELLVILLE,AL,35653-,FRANKLIN,RUSSELLVILLE HOSPITAL,,0.238551,985890.0,355138.0,12981960.0,131304.0,2712206.0,171656.0,1577448.0,,5345160.0,77192.0,6101109.0,1734179.0,60792160.0,50559481.0,7746740.0,7020922.0,,,,,,,2009,unique reports
10167,2008-10-01,2009-09-30,2013-06-20,2013-06-11,v1996,73.0,259764883.0,68949501.0,190815382.0,85965447.0,89500697.0,,,3324.0,1056.0,308.0,8664271.0,48936.0,1201 11TH AVENUE SOUTH,BIRMINGHAM,AL,35205,JEFFERSON,UAB HIGHLANDS,9509229.0,0.244069,3356660.0,6476965.0,36053843.0,,,,,,9545528.0,,17690595.0,21488853.0,87628501.0,163136475.0,10432375.0,9150226.0,,,,,,,2009,unique reports
10168,2009-01-01,2009-12-31,2010-07-26,2010-07-16,v1996,66.0,118855456.0,44002603.0,74852853.0,49566305.0,6144626.0,1592895.0,63514667.0,2972.0,1384.0,173.0,13735584.0,9430.0,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867-,RUSSELL,JACK HUGHSTON MEMORIAL HOSPITAL,,0.364101,44488.0,85386.0,29311732.0,1672.0,4652297.0,144534.0,,,6637409.0,,17001315.0,27477386.0,71405417.0,47449358.0,13603509.0,11412717.0,,,,,,,2009,unique reports
10169,2008-10-01,2009-09-30,2010-03-10,2010-03-02,v1996,49.0,57947299.0,14323525.0,43623774.0,15119330.0,2216128.0,846623.0,16954920.0,1325.0,737.0,145.0,3774358.0,1456.0,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,ATMORE COMMUNITY HOSPITAL,7110861.0,0.242231,522896.0,1571073.0,4067286.0,,,,,,,9567683.0,4021784.0,2159902.0,20017672.0,36508699.0,3131936.0,2969855.0,,,,,,,2009,unique reports
11300,2008-10-01,2009-09-30,2012-10-26,2012-10-10,v1996,15.0,15535249.0,12229695.0,3305554.0,12692039.0,570623.0,,1085041.0,320.0,198.0,36.0,,,ST. STEPHENS AVENUE,CHATOM,AL,36518-,WASHINGTON,WASHINGTON COUNTY HOSPITAL,,0.745049,194159.0,932679.0,2909490.0,,4170205.0,,,,,,2677446.0,1039637.0,8833519.0,5839964.0,857431.0,,,,,,,,2009,unique reports
11302,2008-10-01,2009-09-30,2013-04-19,2013-03-15,v1996,25.0,18803983.0,9172807.0,9631176.0,10033092.0,1534855.0,,3204939.0,427.0,311.0,28.0,,,211 HOSPITAL ROAD,RED BAY,AL,35582-,FRANKLIN,RED BAY HOSPITAL,1462930.0,0.462796,222223.0,505905.0,1056576.0,,,,,,,3350308.0,2797063.0,4948730.0,4702680.0,8748963.0,1079450.0,,,,,,,,2009,unique reports
11303,2009-01-01,2009-12-31,2011-06-24,2011-06-21,v1996,20.0,20138538.0,9636946.0,10501592.0,11860398.0,1784070.0,,6462212.0,875.0,467.0,119.0,,,1000 WADLEY HIGHWAY,ROANOKE,AL,36274-,RANDOLPH,RANDOLPH COUNTY HOSPITAL,,0.581703,270803.0,410984.0,4406521.0,,69382.0,,,,865468.0,,939984.0,1409436.0,9082033.0,10055026.0,1892374.0,,,,,,,,2009,unique reports
