provider_number,fy_start,fy_end,date_processed,date_created,data_source,beds,tot_charges,net_pat_rev,tot_discounts,tot_operating_exp,ip_charges,icu_charges,ancillary_charges,tot_discharges,mcare_discharges,mcaid_discharges,tot_mcare_payment,secondary_mcare_payment,street,city,state,zip,county,name,uncomp_care,cost_to_charge,new_cap_ass,cash,fixed_assets,depr_land,depr_bldg,depr_lease,depr_fixed_equip,depr_auto,depr_major_equip,depr_minor_equip,current_assets,current_liabilities,pps_ip_charges,pps_op_charges,pps_mcare_cost,pps_pgm_cost,hvbp_payment,hrrp_payment,tot_uncomp_care_charges,tot_uncomp_care_partial_pmts,bad_debt,depr_HIT,year,source
10079,2018-07-01,2019-06-30,2021-01-15,2021-01-08,v2010,66.0,287914579.0,66215007.0,221699572.0,77736165.0,6782085.0,1967751.0,81269137.0,4144.0,1372.0,1067.0,12486706.0,9184.0,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611-,LIMESTONE,ATHENS LIMESTONE,,0.223973,9004116.0,77985.0,30858818.0,-2717876.0,-31961033.0,,,,-32821552.0,,23111540.0,12263359.0,,,,,-4249.0,71803.0,3428763.0,13455.0,16945750.0,,2019,unique reports
10085,2018-04-01,2019-03-31,2021-01-15,2021-01-08,v2010,222.0,465539365.0,130619238.0,334920127.0,148692015.0,16628143.0,12179947.0,132874101.0,8787.0,3573.0,1497.0,29932659.0,48558.0,7TH STREET S.E.,DECATUR,AL,35609-,MORGAN,DECATUR MORGAN - DECATUR CAMPUS,,0.246212,10393834.0,-663469.0,72725401.0,-8732243.0,-51250319.0,,,,-111154034.0,,-15355969.0,36438587.0,,,,,-72003.0,348481.0,6398856.0,19142.0,36888014.0,,2019,unique reports
10090,2018-07-01,2019-06-30,2022-03-02,2022-02-25,v2010,349.0,836355895.0,212799581.0,623556314.0,210621408.0,51137182.0,15224993.0,317931572.0,13968.0,3781.0,549.0,38047567.0,83138.0,6801 AIRPORT BLVD,MOBILE,AL,36608,MOBILE,PROVIDENCE HOSPITAL,,0.247331,7518529.0,159489.0,70930959.0,-5690999.0,-46560429.0,-166093.0,-37653656.0,-140099.0,-91431510.0,,38111387.0,35586707.0,,,,,-148885.0,379118.0,58539446.0,,11535097.0,,2019,unique reports
10091,2018-07-01,2019-06-30,2021-01-28,2021-01-28,v2010,21.0,49251168.0,13128218.0,36122950.0,13034307.0,2725469.0,,5263389.0,840.0,165.0,344.0,1084096.0,,295 SOUTH JACKSON STREET,GROVE HILL,AL,36451-,CLARKE,GROVE HILL MEMORIAL HOSPITAL,,0.241191,357537.0,5452.0,5742614.0,,-8896205.0,,,,,,3173042.0,3267947.0,,,,,568.0,3303.0,14086.0,,4538988.0,,2019,unique reports
10100,2018-04-01,2019-03-31,2021-01-15,2021-01-08,v2010,129.0,605660214.0,173731333.0,431928881.0,166422820.0,14559795.0,5246921.0,222847364.0,10337.0,3165.0,1817.0,30441193.0,62057.0,750 MORPHY AVE,FAIRHOPE,AL,36532-,BALDWIN,THOMAS HOSPITAL,,0.259818,9773730.0,27725525.0,85029228.0,-2913825.0,-55347995.0,-5779617.0,-3269748.0,,-72069112.0,,95541561.0,16981362.0,,,,,167892.0,334938.0,3708550.0,,30132407.0,,2019,unique reports
10104,2018-07-01,2019-06-30,2021-02-08,2021-02-05,v2010,373.0,4853472518.0,432247183.0,4421225335.0,376245176.0,222970991.0,215638341.0,2018519016.0,21858.0,5528.0,5171.0,70549529.0,189220.0,800 MONTCLAIR ROAD,BIRMINGHAM,AL,35213,JEFFERSON,GRANDVIEW MEDICAL CENTER,,0.074368,19246100.0,-1008388.0,368191617.0,-300549.0,-32898623.0,-11655182.0,-4233835.0,-321702.0,-47380818.0,-16560391.0,66426354.0,297322887.0,,,,,141143.0,1249936.0,65376593.0,3419.0,46940125.0,,2019,unique reports
10108,2018-07-01,2019-06-30,2021-08-11,2021-07-21,v2010,55.0,197961109.0,39741692.0,158219417.0,47847955.0,17569131.0,,47873154.0,2887.0,935.0,409.0,6272906.0,10791.0,124 SOUTH MEMORIAL DRIVE,PRATTVILLE,AL,36067-,AUTAUGA,PRATTVILLE BAPTIST HOSPITAL,,0.214438,1231263.0,700.0,12344337.0,-317276.0,-9722946.0,,-411621.0,,-13214936.0,,5594297.0,516503.0,,,,,16016.0,3726.0,2717862.0,,16418638.0,,2019,unique reports
10113,2018-04-01,2019-03-31,2021-01-15,2021-01-08,v2010,611.0,1256284193.0,423834640.0,832449553.0,414701927.0,110514573.0,33869222.0,627924235.0,24926.0,6974.0,4193.0,78598740.0,227269.0,FIVE MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652-,MOBILE,MOBILE INFIRMARY MEDICAL CENTER,,0.303182,23645022.0,24504410.0,81287364.0,-3683568.0,-132767408.0,-2052533.0,-2209699.0,,-167260383.0,,369992522.0,36962143.0,,,,,47942.0,331685.0,8841631.0,,59004289.0,,2019,unique reports
10118,2018-07-01,2019-06-30,2021-06-03,2021-06-02,v2010,109.0,571054199.0,61327741.0,509726458.0,60575809.0,22390472.0,14477744.0,174197921.0,5216.0,1495.0,1319.0,13678212.0,24833.0,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,VAUGHAN REGIONAL MEDICAL CENTER,,0.08278,406860.0,38799.0,33253002.0,-250457.0,-19291793.0,-1970040.0,-1034052.0,,-15049717.0,-6454671.0,14878573.0,5148142.0,,,,,39149.0,50951.0,985299.0,,48347898.0,,2019,unique reports
10126,2018-04-01,2019-03-31,2020-12-23,2020-12-22,v2010,97.0,149673199.0,41691797.0,107981402.0,44608970.0,16429253.0,2963363.0,20623192.0,1736.0,510.0,386.0,3644394.0,,130 HIGHWAY 231,TROY,AL,36081,PIKE,TROY REGIONAL MEDICAL CENTER,,0.171277,1028384.0,188166.0,12650747.0,,-11314344.0,,,,,,7045168.0,6598174.0,,,,,-12939.0,17416.0,331695.0,,12168860.0,,2019,unique reports
10129,2018-04-01,2019-03-31,2021-01-15,2021-01-08,v2010,55.0,90948656.0,32053751.0,58894905.0,37620085.0,1397230.0,797262.0,22484789.0,1922.0,380.0,660.0,2963542.0,16992.0,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,NORTH BALDWIN INFIRMARY,,0.36671,756401.0,-98209.0,16130177.0,-105611.0,-17172472.0,,-471394.0,,-18490276.0,,-33662413.0,2014998.0,,,,,7061.0,27186.0,855057.0,,7555622.0,,2019,unique reports
10130,2018-07-01,2019-06-30,2021-09-01,2021-08-30,v2010,40.0,246639054.0,33697721.0,212941333.0,29807609.0,6609572.0,4022215.0,34279032.0,1850.0,581.0,130.0,3414691.0,8236.0,7063 VETERANS PARKWAY,PELL CITY,AL,35125,ST. CLAIR,ST. VINCENTS ST. CLAIR,,0.116652,1259927.0,-4286.0,3666882.0,-23677.0,,,-137268.0,,-7708068.0,-24714.0,5611347.0,4266494.0,,,,,30286.0,8463.0,24557304.0,,6815860.0,,2019,unique reports
10131,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,183.0,2671118250.0,218314104.0,2452804146.0,193400734.0,104403324.0,25807088.0,1088460284.0,10985.0,3657.0,763.0,37663003.0,104403.0,ONE HOSPITAL DRIVE,HUNTSVILLE,AL,35801-,MADISON,CRESTWOOD MEDICAL CENTER,,0.071145,8025382.0,-34986.0,96029198.0,-1051532.0,-36065102.0,-2714324.0,-1926633.0,-21998.0,-28940834.0,-9843491.0,31099111.0,-27808861.0,,,,,-96230.0,958219.0,57300811.0,5802.0,56146367.0,,2019,unique reports
10149,2018-07-01,2019-06-30,2021-08-11,2021-07-21,v2010,207.0,546969197.0,141264064.0,405705133.0,124794196.0,74609930.0,,208840623.0,14510.0,1620.0,3874.0,14998569.0,54894.0,400 TAYLOR ROAD,MONTGOMERY,AL,36117-,MONTGOMERY,BAPTIST MEDICAL CENTER EAST,,0.216552,9266415.0,2000.0,50171922.0,-1516498.0,-46094034.0,-299024.0,-311776.0,,-43829466.0,,20218263.0,3660647.0,,,,,-15753.0,2693.0,6090400.0,,25674955.0,,2019,unique reports
10157,2018-04-01,2019-03-31,2021-06-03,2021-06-02,v2010,122.0,113122956.0,31233070.0,81889886.0,31568610.0,4720264.0,589930.0,41118028.0,1194.0,407.0,155.0,2598241.0,5406.0,201 W AVALON AVE.,MUSCLE SHOALS,AL,35661,COLBERT,SHOALS HOSPITAL,,0.245609,209842.0,-1980685.0,311825522.0,,-29697627.0,,,,,,40266322.0,20581927.0,,,,,-9103.0,14306.0,1622178.0,,6613081.0,,2019,unique reports
10164,2018-08-01,2019-07-31,2021-02-01,2021-01-30,v2010,122.0,311037277.0,60879102.0,250158175.0,66518357.0,8623560.0,3316186.0,70080697.0,3011.0,790.0,1455.0,6310844.0,20092.0,315 WEST HICKORY STREET,SYLACAUGA,AL,35150,TALLADEGA,COOSA VALLEY MEDICAL CENTER,,0.189544,1118306.0,1058901.0,26146848.0,,,,-28538091.0,,,,14984590.0,10360611.0,,,,,12693.0,25621.0,10875823.0,199872.0,11519017.0,,2019,unique reports
10173,2018-07-01,2019-06-30,2022-05-26,2022-05-24,v2010,26.0,150254481.0,21220373.0,129034108.0,23910004.0,5063375.0,,8658388.0,723.0,155.0,53.0,2068509.0,10776.0,2030 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,ST. VINCENTS CHILTON,,0.151214,2796893.0,-26706.0,34759666.0,,-2750025.0,,-41943.0,,-3809824.0,-1493719.0,4322436.0,3037751.0,,,,,,,19803028.0,,4640789.0,,2019,unique reports
11305,2018-07-01,2019-06-30,2022-06-08,2022-06-06,v2010,25.0,93319819.0,22885159.0,70434660.0,24735791.0,5116790.0,1618990.0,9525955.0,833.0,209.0,58.0,,,150 GILBREATH DRIVE,ONEONTA,AL,35121-,BLOUNT,ST. VINCENTS BLOUNT,,0.250157,1288319.0,-234155.0,4602427.0,-336000.0,-10790200.0,-4904.0,-57387.0,,-3358454.0,-74421.0,2998534.0,4228519.0,,,,,,,10227160.0,,2482334.0,,2019,unique reports
12006,2018-04-01,2019-03-31,2021-03-05,2021-03-02,v2010,22.0,30008862.0,12149001.0,17859861.0,9741565.0,4902176.0,,25106686.0,321.0,191.0,,,,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,INFIRMARY LTAC HOSPITAL,,,138168.0,2843934.0,648640.0,,,,,,-1697546.0,,6373536.0,3907346.0,,,,,,,,,,,2019,unique reports
12007,2018-09-01,2019-08-31,2021-07-15,2021-06-28,v2010,65.0,20542355.0,7944433.0,12597922.0,7426144.0,10547165.0,,9995190.0,234.0,126.0,,,,1725 PINE STREET 5TH FLOOR,MONTGOMERY,AL,36106,MONTGOMERY,NOLAND HOSPITAL MONTGOMERY II,,,,-20749.0,746267.0,,,-443782.0,,,-2029268.0,,30951056.0,3147049.0,,,,,,,,,,,2019,unique reports
12008,2018-09-01,2019-08-31,2021-04-14,2021-03-30,v2010,38.0,74818411.0,16995458.0,57822953.0,15024967.0,24038333.0,,50780078.0,296.0,161.0,,,,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35213,JEFFERSON,SSH - BIRMINGHAM,,,47129.0,,1356706.0,,-913685.0,,,,-1622924.0,,4681888.0,1894410.0,,,,,,,,,,,2019,unique reports
12009,2018-09-01,2019-08-31,2021-08-03,2021-07-30,v2010,45.0,25296562.0,10277427.0,15019135.0,8257772.0,14543400.0,,10753162.0,304.0,226.0,,,,50 MEDICAL PARK EAST  8TH FLOOR,BIRMINGHAM,AL,35235,JEFFERSON,NOLAND HOSPITAL BIRMINGHAM II,,,102756.0,-34493.0,477054.0,,,-46564.0,,,-1793116.0,,27308021.0,3197616.0,,,,,,,,,,,2019,unique reports
12010,2018-09-01,2019-08-31,2021-07-15,2021-07-02,v2010,38.0,33102268.0,10301408.0,22800860.0,9239249.0,18394931.0,,14707337.0,336.0,280.0,,,,1180 ROSS CLARK CIRCLE 4TH FLOOR,DOTHAN,AL,36301,HOUSTON,NOLAND HOSPITAL DOTHAN II,,,243105.0,-210302.0,486619.0,,,-45394.0,,,-1219662.0,,23628937.0,3138041.0,,,,,,,,,,,2019,unique reports
12011,2018-09-01,2019-08-31,2021-07-15,2021-07-07,v2010,38.0,28608044.0,9518905.0,19089139.0,7976771.0,14341666.0,,14266378.0,303.0,263.0,,,,400 E. 10TH STREET 4TH FLOOR,ANNISTON,AL,36207-4716,CALHOUN,NOLAND HOSPITAL ANNISTON II,,,156676.0,-22421.0,594020.0,,,-110083.0,,,-2016358.0,,25052288.0,3074769.0,,,,,,,,,,,2019,unique reports
12012,2018-09-01,2019-08-31,2021-07-29,2021-07-26,v2010,32.0,28805689.0,9015446.0,19790243.0,7149510.0,15141493.0,,13664196.0,285.0,235.0,,,,809 UNIVERSITY BLVD E. 4TH FLOOR,TUSCALOOSA,AL,35402-0284,TUSCALOOSA,NOLAND HOSPITAL TUSCALOOSA II,,,259310.0,-40658.0,440139.0,,,-470745.0,,,-1499010.0,,26255971.0,2504532.0,,,,,,,,,,,2019,unique reports
12014,2018-05-01,2019-04-30,2021-03-26,2021-03-19,v2010,31.0,21132650.0,7465220.0,13667430.0,8118724.0,7200460.0,,13932190.0,187.0,135.0,,,,700 WEST MARKET STREET 2ND FLOOR,ATHENS,AL,35611,LIMESTONE COUNTY,NORTH ALABAMA SPECIALTY HOSPITAL,,,16628.0,-41514.0,647155.0,,,,,,-208687.0,,1323946.0,3809458.0,,,,,,,,,,,2019,unique reports
13029,2018-06-01,2019-05-31,2020-07-30,2020-07-27,v2010,70.0,55658903.0,30685798.0,24973105.0,24981385.0,21126709.0,,34532194.0,1816.0,1048.0,,,,107 GOVERNERS DRIVE SW,HUNTSVILLE,AL,35801,MADISON,ENCOMPASS HEALTH REHABILITATION HOSP,,,210830.0,-1563075.0,4227233.0,,-8477111.0,-1395988.0,,,-1528693.0,,2291602.0,2537488.0,,,,,,,,,,,2019,unique reports
13031,2018-05-25,2019-06-30,2019-12-02,2019-11-26,v2010,34.0,18732507.0,10988933.0,7743574.0,10497277.0,9586982.0,,9145525.0,720.0,495.0,,,,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,SHELBY,ENCOMPASS HEALTH REHABILITATION HOSP,,,467468.0,1394172.0,2415200.0,,,,,,-660714.0,,2677993.0,1406662.0,,,,,,,,,,,2019,unique reports
13033,2018-06-01,2019-05-31,2019-10-16,2019-09-27,v2010,58.0,41780767.0,28560326.0,13220441.0,19700517.0,17832250.0,,23189779.0,1577.0,1232.0,,,,3715 US HIGHWAY 431 N,PHENIX CITY,AL,36867,RUSSELL,REGIONAL REHABILITATION HOSPITAL,,,745067.0,3508766.0,10740486.0,,-4878844.0,,,,-2563337.0,,7466761.0,1279953.0,,,,,,,,,,,2019,unique reports
14000,2018-07-01,2019-06-30,2020-09-24,2020-09-21,v2010,78.0,60777459.0,24029182.0,36748277.0,24292817.0,38829740.0,,1168042.0,963.0,21.0,,,,6869 FIFTH AVENUE SOUTH,BIRMINGHAM,AL,35212,,HILL CREST HOSPITAL,,,202446.0,394977.0,5050504.0,-362190.0,-4444756.0,,,,-1551635.0,,4043582.0,14219399.0,,,,,,,,,,,2019,unique reports
14007,2018-07-01,2019-06-30,2021-05-19,2021-05-13,v2010,98.0,32530824.0,32530823.0,1.0,44126415.0,12808907.0,,19721917.0,82.0,1.0,,,,1651 RUBY TYLER PARKWAY,TUSCALOOSA,AL,35404-2990,TUSCALOOSA,BRYCE HOSPITAL,,,,,,,,,,,,,1.0,,,,,,,,,,,,2019,unique reports
14013,2018-07-01,2019-06-30,2019-10-16,2019-10-10,v2010,,,,,,,,,,,,,,700 EAST COTTONWOOD RD,DOTHAN,AL,36301-3644,,LAUREL OAKS BEHAVIORAL HEALTH CTR,,,,,,,,,,,,,,,,,,,,,,,,,2019,unique reports
14016,2018-07-01,2019-06-30,2021-06-03,2021-06-01,v2010,40.0,9248740.0,5055436.0,4193304.0,6211645.0,6896000.0,,2352740.0,662.0,356.0,,,,1910 CHEROKEE AVE,CULLMAN,AL,35056,CULLMAN,USA HEALTHCARE PSYCH SERVICES LLC,,,15684.0,-9530.0,-122300.0,,,,,,-682143.0,,863342.0,4698448.0,,,,,,,,,,,2019,unique reports
20008,2018-07-01,2019-06-30,2020-11-16,2020-11-13,v2010,45.0,175007566.0,99240321.0,75767245.0,104293275.0,20168905.0,5895631.0,21173728.0,1647.0,549.0,484.0,9535330.0,18721.0,3260 HOSPITAL DRIVE,JUNEAU,AK,99801-,JUNEAU BOROUGH,BARTLETT REGIONAL HOSPITAL,,0.531612,3336675.0,69007166.0,52645135.0,,-97716627.0,,,,,,90806818.0,10856173.0,,,,,37251.0,1649.0,1021573.0,,3131374.0,,2019,unique reports
20024,2018-07-01,2019-06-30,2020-11-13,2020-11-04,v2010,49.0,377679563.0,176132129.0,201547434.0,173354239.0,35579171.0,9395461.0,91291698.0,2525.0,1010.0,589.0,16294329.0,83666.0,250 HOSPITAL PLACE,SOLDOTNA,AK,99969-,KENAI PENINSULA BOROUGH,CENTRAL PENINSULA GENERAL HOSPITAL,,0.390631,4419506.0,35774537.0,123097344.0,,,,,,,,78682522.0,27758631.0,,,,,48212.0,286568.0,4280050.0,,5401198.0,,2019,unique reports
21303,2018-07-01,2019-06-30,2021-06-03,2021-06-03,v2010,12.0,30974928.0,25638002.0,5336926.0,31280741.0,1511062.0,,7561246.0,208.0,83.0,33.0,,,209 MOLLER AVENUE,SITKA,AK,99835-,SITKA BOROUGH,SITKA COMMUNITY HOSPITAL,,0.868243,168104.0,3464563.0,3172133.0,-42956.0,-11513816.0,,-195696.0,,-6018633.0,,8176896.0,6202781.0,,,,,,,12851.0,,108676.0,,2019,unique reports
21304,2018-07-01,2019-06-30,2021-06-11,2021-06-09,v2010,12.0,18183114.0,15986508.0,2196606.0,17694101.0,531493.0,,1562273.0,101.0,54.0,16.0,,,103 FRAM STREET,PETERSBURG,AK,99833-,WRANGELL-PETERSBURG,PETERSBURG MEDICAL CENTER,,0.93212,550292.0,2480374.0,4254575.0,,,,,,,,7530230.0,2470853.0,,,,,,,53943.0,,898240.0,,2019,unique reports
21311,2018-07-01,2019-06-30,2019-12-18,2019-12-16,v2010,25.0,144162368.0,86468647.0,57693721.0,86814775.0,16360179.0,2094717.0,16567872.0,1257.0,418.0,293.0,,,3100 TONGASS AVENUE,KETCHIKAN,AK,99901-5746,KETCHIKAN GATEWAY BOROUGH,KETCHIKAN MEDICAL CENTER,,0.631479,1567314.0,503472.0,11464336.0,-57459.0,-3487335.0,-7578011.0,-512265.0,,-12532454.0,,14034855.0,6930821.0,,,,,,,5423119.0,200389.0,1195133.0,,2019,unique reports
21313,2018-07-01,2019-06-30,2019-12-05,2019-12-03,v2010,21.0,128760713.0,83482914.0,45277799.0,73043382.0,7270096.0,,23333269.0,785.0,259.0,241.0,,,4300 BARTLETT ST.,HOMER,AK,99603-,,SOUTH PENINSULA HOSPITAL,,0.605872,1170854.0,26253475.0,40664661.0,,-51068674.0,,,,,,44499977.0,15221384.0,,,,,,,1574550.0,,739994.0,,2019,unique reports
24002,2018-07-01,2019-06-30,2021-07-15,2021-06-23,v2010,80.0,,,,38974940.0,,,,497.0,89.0,59.0,,,3700 PIPER ST,ANCHORAGE,AK,99508-4677,ANCHORAGE,ALASKA PSYCHIATRIC INSTITUTE,,,,,,,,,,,,,,,,,,,,,,,,,2019,unique reports
30007,2018-07-01,2019-06-30,2020-12-31,2020-12-30,v2010,87.0,613417058.0,152905969.0,460511089.0,131394621.0,94709215.0,21766998.0,181022381.0,4581.0,1834.0,1329.0,30774032.0,3636.0,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,VERDE VALLEY MEDICAL CENTER,,0.186557,18487400.0,8517744.0,80191524.0,,-76401853.0,,,,-52604268.0,,79849628.0,12695092.0,,,,,16364.0,11676.0,12355664.0,,6722498.0,,2019,unique reports
30022,2018-07-01,2019-06-30,2020-12-29,2020-12-21,v2010,323.0,2163259716.0,429852934.0,1733406782.0,588284732.0,99213086.0,125938210.0,678406133.0,12471.0,695.0,403.0,32678312.0,12150.0,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,VALLEYWISE HEALTH MEDICAL CENTER,,0.205553,133691790.0,249401265.0,359840756.0,,-79571590.0,,-180579859.0,,,,878247832.0,102547837.0,,,,,-82862.0,,185265723.0,,32586116.0,,2019,unique reports
30023,2018-07-01,2019-06-30,2020-12-31,2020-12-30,v2010,242.0,1269898918.0,445048371.0,824850547.0,404230109.0,149906227.0,84210818.0,481852791.0,12442.0,4099.0,4609.0,103960257.0,15069.0,1200 NORTH BEAVER,FLAGSTAFF,AZ,86001,COCONINO,FLAGSTAFF MEDICAL CENTER,,0.289647,43947670.0,10405120.0,147887537.0,,-135608025.0,,,,-135317593.0,,138037973.0,47249978.0,,,,,203110.0,,18802259.0,,11352149.0,,2019,unique reports
30024,2018-07-01,2019-06-30,2020-12-29,2020-12-21,v2010,501.0,4475284444.0,1028319712.0,3446964732.0,1131429615.0,326180817.0,234645776.0,2009438804.0,35216.0,5600.0,642.0,148012319.0,15465.0,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,ST. JOSEPHS HOSPITAL & MEDICAL CTR,,0.18304,67622830.0,-32159687.0,321899566.0,-16215877.0,-489360819.0,,,,-354378092.0,,176174901.0,133430556.0,,,,,-525226.0,81688.0,108460249.0,33207.0,50697185.0,,2019,unique reports
