provider_number,fy_start,fy_end,date_processed,date_created,data_source,beds,tot_charges,net_pat_rev,tot_discounts,tot_operating_exp,ip_charges,icu_charges,ancillary_charges,tot_discharges,mcare_discharges,mcaid_discharges,tot_mcare_payment,secondary_mcare_payment,street,city,state,zip,county,name,uncomp_care,cost_to_charge,new_cap_ass,cash,fixed_assets,depr_land,depr_bldg,depr_lease,depr_fixed_equip,depr_auto,depr_major_equip,depr_minor_equip,current_assets,current_liabilities,pps_ip_charges,pps_op_charges,pps_mcare_cost,pps_pgm_cost,hvbp_payment,hrrp_payment,tot_uncomp_care_charges,tot_uncomp_care_partial_pmts,bad_debt,depr_HIT,year,source
110042,2018-07-01,2019-06-30,2020-11-16,2020-11-13,v2010,112.0,999540893.0,196952535.0,802588358.0,169713894.0,62329493.0,10231231.0,239544287.0,8229.0,2639.0,433.0,20573527.0,5396.0,2518 JIMMY LEE SMITH PKWY,HIRAM,GA,30141,PAULDING,PAULDING MEDICAL CENTER,,0.155891,5204975.0,175515.0,140054377.0,-1085534.0,-30729385.0,,-5575473.0,,-34882226.0,-5986089.0,34582318.0,6348107.0,,,,,141767.0,154250.0,98999835.0,,22441736.0,,2019,unique reports
110043,2018-07-01,2019-06-30,2020-11-16,2020-11-13,v2010,210.0,1153748756.0,245091799.0,908656957.0,251055509.0,57296870.0,42946322.0,532991387.0,11035.0,4588.0,452.0,50183183.0,74909.0,11705 MERCY BLVD,SAVANNAH,GA,31419,CHATHAM,ST. JOSEPHS HOSPITAL  INC.,,0.198216,39324412.0,63236.0,118811074.0,,-172348603.0,,,,,,51720523.0,16993611.0,,,,,-171462.0,330910.0,69699338.0,,8576509.0,,2019,unique reports
110044,2018-08-01,2019-07-31,2021-01-22,2021-01-21,v2010,54.0,288623848.0,78071113.0,210552735.0,76276848.0,14415944.0,2431740.0,60504876.0,2902.0,809.0,370.0,7688307.0,,126 HWY 280 WEST,AMERICUS,GA,31719,,PHOEBE SUMTER MEDICAL CENTER,,0.236803,7195302.0,37462602.0,45097506.0,,-33276721.0,,,,,,52097923.0,8044288.0,,,,,33177.0,21194.0,14225240.0,,6859210.0,,2019,unique reports
110046,2018-07-01,2019-06-30,2020-12-11,2020-12-09,v2010,76.0,351753356.0,57869196.0,293884160.0,73810442.0,6790755.0,3705218.0,89512660.0,2614.0,763.0,181.0,7468546.0,16381.0,2151 WEST SPRING STREET,MONROE,GA,30655,,PIEDMONT WALTON HOSPITAL,,0.159931,22914884.0,29462.0,41193028.0,-255190.0,-318119.0,-19124.0,-656689.0,,-177822.0,,9982108.0,6816971.0,,,,,-36560.0,8458.0,23106718.0,,694139.0,,2019,unique reports
110051,2018-05-01,2019-04-30,2021-01-19,2021-01-18,v2010,39.0,185738644.0,74144652.0,111593992.0,76047975.0,7855705.0,1066770.0,33977449.0,2423.0,1001.0,83.0,7069605.0,,130 HOSPITAL CIRCLE SUITE B,BLAIRSVILLE,GA,30512,UNION,UNION GENERAL HOSPITAL,,0.350732,14462854.0,258086.0,47859347.0,,-65030384.0,,,,,,37359739.0,10477309.0,,,,,47299.0,34760.0,2785382.0,,5639685.0,,2019,unique reports
110054,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,227.0,1617591785.0,390179170.0,1227412615.0,378858311.0,102756785.0,12511868.0,540507244.0,13772.0,4737.0,1724.0,56713602.0,43867.0,TURNER MCCALL BLVD,ROME,GA,30162,FLOYD,FLOYD MEDICAL CENTER,,0.194939,7474628.0,85698246.0,167085944.0,,,,,,-258030633.0,,192884131.0,63034467.0,,,,,-136525.0,352237.0,58284597.0,,151566237.0,,2019,unique reports
110064,2018-07-01,2019-06-30,2021-01-19,2021-01-18,v2010,334.0,1115218783.0,344638456.0,770580327.0,326036793.0,48390217.0,29352804.0,402949637.0,15941.0,3527.0,1233.0,47697375.0,39684.0,710 CENTER ST.,COLUMBUS,GA,31902-,MUSCOGEE,PIEDMONT COLUMBUS REGIONAL MIDTOWN,,0.261691,1856271.0,1556476.0,133167571.0,-290038.0,-3829085.0,-1354958.0,-1591205.0,,-8299538.0,,74578018.0,-1689183.0,,,,,-198215.0,23052.0,39550319.0,24470.0,62104682.0,,2019,unique reports
110071,2018-09-01,2019-08-31,2021-01-26,2021-01-26,v2010,34.0,55407573.0,28565228.0,26842345.0,31216840.0,1029450.0,466216.0,8591686.0,541.0,220.0,168.0,1880680.0,,301 EAST TOLLISON STREET,BAXLEY,GA,31513,APPLING,APPLING GENERAL HOSPITAL,,0.543314,2197158.0,633845.0,16287459.0,,-22113291.0,,,,,,5239447.0,3347656.0,,,,,-743.0,4940.0,639583.0,,4428332.0,,2019,unique reports
110073,2018-08-01,2019-07-31,2021-01-15,2021-01-08,v2010,48.0,104778253.0,35311549.0,69466704.0,37466642.0,5799639.0,632518.0,12450906.0,1102.0,305.0,154.0,2207525.0,,200 PERRY HOUSE ROAD,FITZGERALD,GA,31750-,BEN HILL,DORMINY MEDICAL CENTER,,0.236835,97377.0,571365.0,8166731.0,-282877.0,-13963617.0,,,,-9579408.0,,5572885.0,26954315.0,,,,,-8378.0,1150.0,29720906.0,,30931858.0,,2019,unique reports
110074,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,357.0,1916771304.0,521264481.0,1395506823.0,571294929.0,153541818.0,66419799.0,737232884.0,20937.0,6735.0,2185.0,87660536.0,13878.0,1199 PRINCE AVENUE,ATHENS,GA,30306-,CLARKE,PIEDMONT ATHENS REGIONAL MEDICAL CE,,0.211086,13494865.0,12638656.0,294738839.0,-643624.0,-24492718.0,-55.0,-608747.0,,-15522978.0,,98514135.0,53331448.0,,,,,354080.0,31794.0,137417983.0,375.0,24975400.0,,2019,unique reports
110076,2018-07-01,2019-06-30,2021-06-03,2021-06-02,v2010,392.0,1214662262.0,313148570.0,901513692.0,350008113.0,102948581.0,50913617.0,387071288.0,18512.0,3670.0,1894.0,46163417.0,63690.0,2701 NORTH DECATUR ROAD,DECATUR,GA,30033-,DEKALB,EMORY DECATUR,,0.264788,-5066390.0,35571623.0,92597442.0,-127685.0,-1876101.0,-105543.0,-180340.0,,-5999340.0,,95281017.0,40284346.0,,,,,-328298.0,153952.0,63251299.0,,34715721.0,,2019,unique reports
110078,2018-09-01,2019-08-31,2021-02-09,2021-02-08,v2010,529.0,2987610474.0,990092710.0,1997517764.0,1000979805.0,202374952.0,152216046.0,972517279.0,32224.0,5300.0,2272.0,100971968.0,73493.0,550 PEACHTREE STREET,ATLANTA,GA,30308,,EMORY UNIVERSITY HOSPITAL MIDTOWN,,0.275311,3158575.0,469363265.0,306093435.0,-1039039.0,-161356978.0,-2379305.0,-80522012.0,,-206734573.0,-821098.0,637033520.0,193587136.0,,,,,28979.0,83590.0,56446757.0,4964000.0,84628338.0,,2019,unique reports
110082,2018-09-01,2019-08-31,2021-03-16,2021-02-23,v2010,356.0,1597910378.0,453447417.0,1144462961.0,439998639.0,136876599.0,79527546.0,698082331.0,18913.0,5944.0,450.0,77248446.0,35718.0,5665 PEACHTREE DUNWOODY,ATLANTA,GA,30542,DEKALB,ST. JOSEPHS OF ATLANTA,,0.257421,29078362.0,138010201.0,166386447.0,-5936922.0,-156633577.0,-6125826.0,-3364969.0,,-269671502.0,,190292664.0,101686378.0,,,,,505273.0,667668.0,44292581.0,914649.0,36937289.0,,2019,unique reports
110083,2018-07-01,2019-06-30,2021-06-21,2021-06-18,v2010,512.0,4160045391.0,970174808.0,3189870583.0,910331174.0,207012920.0,135746644.0,1827977375.0,26947.0,8088.0,976.0,144464817.0,9238.0,1968 PEACHTREE RD. NW.,ATLANTA,GA,30309-1281,FULTON,PIEDMONT HOSPITAL INC.,,0.180058,41880827.0,26005752.0,541230379.0,-1625763.0,-362482426.0,-11896392.0,-1693227.0,,-286419247.0,-4121.0,170792720.0,134715367.0,,,,,861514.0,521490.0,162336473.0,29510.0,22828988.0,,2019,unique reports
110086,2018-09-01,2019-08-31,2021-02-01,2021-01-30,v2010,56.0,66694431.0,21621034.0,45073397.0,23630257.0,516237.0,,4858652.0,457.0,131.0,28.0,1077614.0,,610 SPARTA RD,SANDERSVILLE,GA,31082-0636,WASHINGTON,WASHINGTON CO REG MED CTR,,0.327837,1535789.0,369889.0,4162190.0,,-7364730.0,,,,-19000000.0,,6379772.0,7226329.0,,,,,10704.0,115.0,914477.0,,3541398.0,,2019,unique reports
110087,2018-07-01,2019-06-30,2021-01-15,2021-01-08,v2010,462.0,2916370341.0,711944116.0,2204426225.0,757921568.0,318954456.0,66500612.0,813246579.0,28620.0,6312.0,4417.0,91399405.0,113161.0,1000 MEDICAL CENTER BLVD,LAWRENCEVILLE,GA,30046-7694,GWINNETT,GWINNETT HOSPITAL SYSTEM  INC,,0.236805,9308515.0,43826998.0,217209153.0,-12803473.0,-180671238.0,-5755091.0,-60674827.0,-1104900.0,-251337022.0,-939022.0,575553643.0,161624863.0,,,,,-139111.0,,199290977.0,1829802.0,121209221.0,-1536482.0,2019,unique reports
110091,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,141.0,857940542.0,177165378.0,680775164.0,203644502.0,47570157.0,24798531.0,300252110.0,8820.0,1971.0,605.0,21460094.0,45017.0,1412 MILSTEAD AVENUE  NE,CONYERS,GA,30012,,PIEDMONT ROCKDALE HOSPITAL,,0.170055,22914884.0,19868.0,47778016.0,-40146.0,-1754925.0,,-56895.0,,-3074144.0,,28895852.0,9525724.0,,,,,-44910.0,66652.0,56202703.0,25366.0,46714101.0,,2019,unique reports
110101,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,33.0,33759827.0,15329990.0,18429837.0,17568643.0,549817.0,,7656363.0,123.0,73.0,13.0,928545.0,,706 N PARRISH AVE,ADEL,GA,31620-1511,COOK,COOK MEDICAL CENTER,,0.515271,274830.0,554079.0,5048679.0,,-1845601.0,,-3797556.0,,-2439586.0,,2979290.0,1226958.0,,,,,,846.0,719834.0,41040.0,464985.0,,2019,unique reports
110104,2018-07-01,2019-06-30,2021-01-28,2021-01-28,v2010,65.0,274269858.0,95738982.0,178530876.0,98604165.0,7512163.0,5886980.0,51202048.0,3052.0,917.0,259.0,8325231.0,9502.0,902 7TH STREET NORTH,CORDELE,GA,31015,CRISP,CRISP REGIONAL HOSPITAL  INC.,,0.307098,7179285.0,2114053.0,42312692.0,,-62423694.0,,,,,,31761114.0,11975881.0,,,,,-4510.0,29775.0,4295197.0,,17089640.0,,2019,unique reports
110109,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,45.0,126076933.0,30373014.0,95703919.0,32433548.0,1054771.0,1072246.0,15151222.0,931.0,352.0,108.0,2560262.0,2940.0,117 KITE ROAD,SWAINSBORO,GA,30401-,EMANUEL,EMANUEL MEDICAL CENTER,,0.226951,1139820.0,1335246.0,13876030.0,,-25808366.0,,,,,,7556558.0,5885221.0,,,,,9777.0,2681.0,2705117.0,157495.0,10395528.0,,2019,unique reports
110113,2018-06-01,2019-05-31,2021-01-28,2021-01-28,v2010,40.0,38375449.0,8322038.0,30053411.0,13653187.0,607284.0,,1534393.0,233.0,96.0,17.0,646890.0,,351 LIBERTY STREET,WAYNESBORO,GA,30830,BURKE,BURKE MEDICAL CENTER,,0.383985,95597.0,361115.0,3924758.0,,,,,,,,2546242.0,3447333.0,,,,,,4962.0,1215271.0,,3391398.0,,2019,unique reports
110115,2018-07-01,2019-06-30,2020-12-23,2020-12-23,v2010,466.0,1961059371.0,384942968.0,1576116403.0,386476050.0,166309160.0,104499755.0,818862053.0,16822.0,2412.0,1482.0,47969645.0,28303.0,303 PARKWAY DRIVE,ATLANTA,GA,30312,FULTON,ATLANTA MEDICAL CENTER,,0.18653,12516271.0,668260.0,115832595.0,-307087.0,-11981690.0,,-9507614.0,,-4545205.0,-7351413.0,122177119.0,25344522.0,,,,,-139485.0,145641.0,284914271.0,,46792806.0,,2019,unique reports
110124,2018-07-01,2019-06-30,2021-01-15,2021-01-08,v2010,88.0,231267360.0,66385737.0,164881623.0,63273788.0,6809082.0,2558022.0,74489228.0,3123.0,980.0,214.0,9321863.0,23559.0,865 SOUTH FIRST STREET,JESUP,GA,31545,WAYNE,WAYNE MEMORIAL HOSPITAL,,0.246305,2338191.0,5381519.0,27520488.0,-130034.0,-30327827.0,,-8931044.0,,-11909285.0,,16884981.0,9540199.0,,,,,31159.0,81442.0,6728650.0,,15558793.0,,2019,unique reports
110125,2018-05-01,2019-04-30,2021-01-14,2021-01-05,v2010,145.0,1005130235.0,132943937.0,872186298.0,114209961.0,28966153.0,13478307.0,408747044.0,7425.0,2191.0,813.0,20553086.0,,200 INDUSTRIAL BLVD,DUBLIN,GA,31021,LAURENS,FAIRVIEW PARK HOSPITAL,,0.093155,6355637.0,48828.0,35917179.0,-1017958.0,-12565322.0,-3882527.0,-10488721.0,,-17408344.0,-2976309.0,21705301.0,6580653.0,,,,,86648.0,,72455190.0,,11071638.0,,2019,unique reports
110128,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,52.0,471390957.0,153633389.0,317757568.0,156036873.0,19249311.0,4336819.0,87149274.0,4160.0,1184.0,469.0,10747209.0,9265.0,1 MEADOWS PARKWAY,VIDALIA,GA,30474-,TOOMBS,MEADOWS REGIONAL MEDICAL CENTER,,0.22298,1843271.0,5562250.0,79132249.0,,-95444282.0,,,,,,38646113.0,10596965.0,,,,,11110.0,28029.0,16606273.0,,9771522.0,,2019,unique reports
110132,2018-04-01,2019-03-31,2021-02-01,2021-01-30,v2010,80.0,124759563.0,40674299.0,84085264.0,48957342.0,4986399.0,1410870.0,23646924.0,2201.0,427.0,149.0,3274411.0,,1500 EAST SHOTWELL STREET,BAINBRIDGE,GA,39819-,DECATUR,MEMORIAL HOSPITAL,,0.336419,1017710.0,909741.0,12895210.0,,-33322361.0,,,,,,12566454.0,12586521.0,,,,,19383.0,8576.0,5552231.0,,7556165.0,,2019,unique reports
110135,2018-04-01,2019-03-31,2021-01-26,2021-01-26,v2010,55.0,81466026.0,32957824.0,48508202.0,36844198.0,2295110.0,936828.0,10933293.0,1065.0,369.0,94.0,2761940.0,12072.0,222 PERRY HIGHWAY,HAWKINSVILLE,GA,31036-6748,PULASKI,TAYLOR REGIONAL HOSPITAL,,0.371705,652093.0,413988.0,7078360.0,-112020.0,-9467319.0,,,-27676.0,-10460283.0,,5658155.0,8560411.0,,,,,-1335.0,,2322165.0,,1524072.0,-1933388.0,2019,unique reports
110143,2018-07-01,2019-06-30,2021-01-28,2021-01-28,v2010,367.0,2282353212.0,482260886.0,1800092326.0,456252773.0,172294435.0,69204463.0,780933428.0,18504.0,3829.0,1882.0,56319543.0,11547.0,3950 AUSTELL ROAD,AUSTELL,GA,30106-1121,COBB,COBB HOSPITAL AND MEDICAL CENTER,,0.178679,100200695.0,277960.0,219150695.0,-3599419.0,-102200158.0,-44842.0,-30182090.0,,-97250721.0,-9775352.0,104024390.0,19716344.0,,,,,-309855.0,75887.0,262190483.0,,57370063.0,,2019,unique reports
110146,2018-05-01,2019-04-30,2021-02-16,2021-02-15,v2010,40.0,130238920.0,52285711.0,77953209.0,45997077.0,8550760.0,1605919.0,24593803.0,2563.0,448.0,118.0,6360784.0,10566.0,2000 DAN PROCTOR DRIVE,ST. MARYS,GA,31558,CAMDEN,SGHS - CAMDEN CAMPUS,,0.320628,1538193.0,-307414.0,35336352.0,-156200.0,-14483474.0,-235433.0,-1190406.0,,-8966436.0,,11156907.0,1294295.0,,,,,14187.0,26793.0,4919195.0,,11373522.0,,2019,unique reports
110164,2018-07-01,2019-06-30,2020-11-12,2020-11-09,v2010,179.0,1454101189.0,217500721.0,1236600468.0,201902562.0,75150351.0,42186090.0,714542941.0,10985.0,3429.0,1101.0,48181413.0,72605.0,350 HOSPITAL DRIVE,MACON,GA,31203,BIBB,COLISEUM MEDICAL CENTERS,,0.118878,7491337.0,-76830.0,65763727.0,-3804466.0,-28820600.0,-17532988.0,-31104119.0,,-51619325.0,-6766766.0,44841605.0,14381114.0,,,,,-85252.0,209221.0,85958210.0,,13568467.0,,2019,unique reports
110168,2018-07-01,2019-06-30,2021-07-15,2021-07-07,v2010,208.0,1646848258.0,242215006.0,1404633252.0,217652138.0,48282941.0,27805815.0,828584658.0,11565.0,5220.0,685.0,70280190.0,81095.0,501 REDMOND ROAD,REDMOND,GA,30161,FLOYD,REDMOND REGIONAL MEDICAL CENTER,,0.110717,21150926.0,57710.0,57176678.0,-3662884.0,-23331125.0,-6028790.0,-38630847.0,,-47392319.0,-4286189.0,46284945.0,16042646.0,,,,,61906.0,851827.0,90160959.0,,16641357.0,,2019,unique reports
110177,2018-04-01,2019-03-31,2020-11-12,2020-11-09,v2010,260.0,3087673208.0,521981555.0,2565691653.0,310934456.0,124673857.0,171377393.0,1674126617.0,15668.0,3695.0,727.0,55029264.0,92049.0,3651 WHEELER ROAD,AUGUSTA,GA,30909-,RICHMOND,DOCTORS HOSPITAL OF AUGUSTA,,0.087403,19695558.0,342982.0,97284583.0,-1381185.0,-22936692.0,-29341878.0,-32078543.0,,-44873551.0,-6677335.0,6381637.0,18574927.0,,,,,-137761.0,536061.0,222636272.0,,29190173.0,,2019,unique reports
110184,2018-07-01,2019-06-30,2021-01-22,2021-01-21,v2010,102.0,893193739.0,166425671.0,726768068.0,151006667.0,54180689.0,15683914.0,245484380.0,6713.0,1900.0,506.0,20912845.0,8989.0,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134-,DOUGLAS,DOUGLAS HOSPITAL,,0.153318,14161037.0,26476.0,55500520.0,-705995.0,-31758240.0,-243295.0,-11083316.0,,-38873576.0,-4337359.0,29854377.0,7412538.0,,,,,111558.0,34072.0,102616370.0,,23761374.0,,2019,unique reports
110191,2018-07-01,2019-06-30,2021-01-25,2021-01-22,v2010,252.0,1594387806.0,361856485.0,1232531321.0,316070460.0,66604059.0,51124883.0,573344110.0,15434.0,4092.0,1226.0,44183172.0,10041.0,1133 EAGLES LANDING PARKWAY,STOCKBRIDGE,GA,30281,HENRY,PIEDMONT HENRY HOSPITAL  INC.,,0.161016,24302426.0,1324834.0,172253549.0,-1564106.0,-32563462.0,,-2372561.0,,-36352673.0,-12300.0,47427558.0,28352077.0,,,,,-242620.0,619279.0,136293949.0,1540.0,26336003.0,,2019,unique reports
110192,2018-09-01,2019-08-31,2022-06-15,2022-06-14,v2010,206.0,1565350938.0,220565166.0,1344785772.0,210909653.0,80325446.0,29035041.0,592461821.0,11229.0,2644.0,871.0,29864861.0,31031.0,1700 MEDICAL WAY,SNELLVILLE,GA,30278,GWINNETT,EASTSIDE MEDICAL CENTER,,0.114335,8386932.0,11734.0,84061665.0,-3009465.0,-42515050.0,-9601042.0,-39860138.0,,-58670654.0,-14439320.0,38338535.0,16685122.0,,,,,-61879.0,405583.0,139086467.0,,24640120.0,,2019,unique reports
110194,2018-07-01,2019-06-30,2021-02-08,2021-02-05,v2010,45.0,105851093.0,38988700.0,66862393.0,39138348.0,4147753.0,,13886729.0,1101.0,314.0,38.0,2276362.0,,102 HOSPITAL CIRCLE,DONALSONVILLE,GA,31745,SEMINOLE,DONALSONVILLE HOSPITAL,,0.346785,1068183.0,2763728.0,12316434.0,,-21094501.0,,,,,,18479704.0,7727444.0,,,,,13793.0,9336.0,3393243.0,,2797547.0,-212410.0,2019,unique reports
110198,2018-07-01,2019-06-30,2022-06-03,2022-06-01,v2010,169.0,793954091.0,194777329.0,599176762.0,172158243.0,54024999.0,25741705.0,277100356.0,6871.0,2113.0,552.0,24624908.0,38214.0,3000 HOSPITAL BLVD.,ROSWELL,GA,30076,FULTON,NORTH FULTON REGIONAL HOSPITAL,,0.211494,12561311.0,1112514.0,123959758.0,-263408.0,-9186288.0,-11452.0,-7983887.0,,-3519365.0,-4165411.0,46148792.0,100299936.0,,,,,-13440.0,323105.0,64939523.0,,12885655.0,,2019,unique reports
110200,2018-07-01,2019-06-30,2019-12-04,2019-12-03,v2010,58.0,300198043.0,80908094.0,219289949.0,73225615.0,7756532.0,1377953.0,154782553.0,3144.0,1133.0,82.0,13830853.0,,100 FIRST COURT,COLUMBUS,GA,31909,MUSCOGEE,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,,0.233183,6213092.0,96726.0,52750409.0,-241111.0,-1245913.0,,-560716.0,,-1097339.0,,17656101.0,56114200.0,,,,,111136.0,315772.0,5626510.0,1379.0,1395910.0,,2019,unique reports
110201,2018-07-01,2019-06-30,2021-03-10,2021-03-08,v2010,85.0,500349246.0,74175065.0,426174181.0,67683790.0,15982370.0,3774487.0,166113890.0,3186.0,1136.0,181.0,11991274.0,,400 CHARTER BLVD,MACON,GA,31210,BIBB,COLISEUM NORTHSIDE HOSPITAL,,0.12082,4474620.0,475.0,21164405.0,-359999.0,-12808228.0,-3030098.0,-13476763.0,,-18699326.0,-2055783.0,17372594.0,5261831.0,,,,,9538.0,56984.0,49228716.0,,8253431.0,,2019,unique reports
110215,2018-07-01,2019-06-30,2021-02-08,2021-02-05,v2010,290.0,1977080918.0,415257567.0,1561823351.0,353234600.0,82490765.0,67904401.0,672269834.0,17251.0,5114.0,1057.0,56048541.0,,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214-4526,F,PIEDMONT FAYETTE HOSPITAL INC.,,0.143411,17168194.0,572044.0,161370326.0,-1052322.0,-80338854.0,-3652564.0,-532982.0,,-72706789.0,,64495576.0,28344649.0,,,,,83908.0,609222.0,120121506.0,3.0,18946491.0,,2019,unique reports
110225,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,52.0,523495487.0,91390723.0,432104764.0,90393953.0,13536639.0,5894696.0,100118766.0,3767.0,1432.0,702.0,12568156.0,,1266 515  SOUTH,JASPER,GA,30143-4872,,PIEDMONT MOUNTAINSIDE HOSPITAL  INC.,,0.139184,1865802.0,91105.0,27465189.0,-508316.0,-16547105.0,-1644723.0,-3192905.0,,-18947589.0,,14222972.0,10153960.0,,,,,140975.0,,48923937.0,1980.0,2391578.0,,2019,unique reports
110226,2018-07-01,2019-06-30,2021-01-22,2021-01-21,v2010,90.0,371075886.0,71406487.0,299669399.0,79038753.0,29020886.0,5893215.0,68833681.0,4356.0,916.0,623.0,10147988.0,,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,DEKALB,EMORY HILLANDALE HOSPITAL,,0.192393,4940326.0,23580667.0,29254440.0,-37014.0,-440509.0,,-72313.0,,-5511190.0,,31301375.0,5242865.0,,,,,-41624.0,56019.0,37147505.0,,23741542.0,,2019,unique reports
110229,2018-07-01,2019-06-30,2021-01-25,2021-01-22,v2010,150.0,1300497327.0,250189167.0,1050308160.0,213618106.0,54866143.0,21275242.0,416852605.0,10607.0,3087.0,613.0,32804697.0,,745 POPLAR ROAD,NEWNAN,GA,30265-1210,COWETA,PIEDMONT NEWNAN HOSPITAL INC.,,0.141522,16868421.0,51986.0,151090820.0,-393668.0,-26465671.0,-81753.0,-2323519.0,,-52497359.0,,42865812.0,18932325.0,,,,,99085.0,142375.0,101805924.0,6227.0,10194214.0,,2019,unique reports
110230,2018-09-01,2019-08-31,2020-11-16,2020-11-13,v2010,118.0,606082671.0,190037305.0,416045366.0,169911584.0,51289602.0,30844292.0,214480716.0,8525.0,2286.0,285.0,23225473.0,19572.0,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,FULTON,EMORY JOHNS CREEK HOSPITAL,,0.250851,5861294.0,149646044.0,115457738.0,-3922454.0,-21774691.0,-189550.0,-30873002.0,,-63810844.0,,173996206.0,14676586.0,,,,,107771.0,171070.0,17941733.0,159003.0,20201172.0,,2019,unique reports
110233,2018-07-01,2019-06-30,2021-03-11,2019-12-04,v2010,50.0,,,,424422937.0,,,,1734.0,372.0,39.0,6084021.0,,600 PARKWAY NORTH,NEWNAN,GA,30265,COWETA,SOUTHEASTERN REGIONAL MEDICAL CENTER,,0.22544,840808.0,,,,,,,,,,,,,,,,18857.0,,78850485.0,,8914864.0,,2019,unique reports
110236,2018-07-01,2019-06-30,2021-02-01,2021-01-30,v2010,36.0,96950014.0,14080780.0,82869234.0,21658125.0,3686822.0,,,440.0,150.0,34.0,864878.0,,101 GROSS CRESCENT CIRCLE,FT OGLETHORPE,GA,30742,,CHI MEMORIAL HOSPITAL - GEORGIA,,0.208826,4962185.0,2690903.0,12306299.0,,-54242.0,-59676.0,-402830.0,,-1542527.0,,9093567.0,39602604.0,,,,,,,1296238.0,,,,2019,unique reports
111300,2018-08-01,2019-07-31,2021-07-15,2021-07-13,v2010,25.0,31159670.0,14026444.0,17133226.0,14452857.0,1191242.0,,2896956.0,297.0,105.0,9.0,,,109 RANDOLPH STREET,CUTHBERT,GA,37140,RANDOLPH,SWGRMC,,0.499441,748795.0,1960235.0,1975887.0,,-8761123.0,,,,,,4193441.0,1356314.0,,,,,,,847313.0,,3907714.0,,2019,unique reports
111302,2018-04-01,2019-03-31,2021-03-17,2021-03-15,v2010,15.0,15708100.0,10647297.0,5060803.0,10398539.0,85360.0,,2880242.0,73.0,47.0,8.0,,,408 PEACOCK STREET,COCHRAN,GA,31014,BLECKLEY,BLECKLEY MEMORIAL HOSPITAL,,0.668687,230772.0,1552422.0,1147702.0,-87103.0,-2389170.0,,,-13915.0,-586575.0,,3347299.0,1358844.0,,,,,,,532506.0,,802659.0,-925872.0,2019,unique reports
111304,2018-07-01,2019-06-30,2021-05-21,2021-05-18,v2010,25.0,26429464.0,16599961.0,9829503.0,19284647.0,179890.0,,4950848.0,87.0,35.0,3.0,,,1740 LIONS CLUB ROAD,MADISON,GA,30650-,MORGAN,MORGAN MEDICAL CENTER,,0.697975,13248355.0,914739.0,36518603.0,,-2371932.0,,,-49296.0,-1341535.0,,5325122.0,1662716.0,,,,,,,441855.0,,3030617.0,-1019562.0,2019,unique reports
111305,2018-07-01,2019-06-30,2019-11-22,2019-11-20,v2010,25.0,68057497.0,51565560.0,16491937.0,47323120.0,448525.0,,16471043.0,301.0,102.0,88.0,,,209 N CUTHBERT ST,COLQUITT,GA,39837,MILLER,MILLER COUNTY HOSPITAL,,0.704131,9189002.0,6938279.0,27146620.0,-317812.0,-7781490.0,,,,-5292066.0,,16192970.0,5222092.0,,,,,,,194295.0,,699013.0,-1271520.0,2019,unique reports
111306,2018-07-01,2019-06-30,2021-09-30,2021-09-30,v2010,25.0,168031785.0,56200095.0,111831690.0,60253220.0,2888746.0,,8070728.0,395.0,144.0,15.0,,,459 HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329-0386,EFFINGHAM,EFFINGHAM HOSPITAL,,0.316001,1720873.0,9187662.0,25829903.0,-999613.0,-11813647.0,,-1901828.0,,-13615406.0,,23026713.0,7000291.0,,,,,,,4050083.0,,11879766.0,-3653775.0,2019,unique reports
111308,2018-07-01,2019-06-30,2019-12-06,2019-12-03,v2010,15.0,17645216.0,10721617.0,6923599.0,12900449.0,1907448.0,,4867837.0,170.0,82.0,20.0,,,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,CLINCH,CLINCH MEMORIAL HOSPITAL,,0.716961,1106635.0,2149000.0,5544000.0,,,,,,,,4796000.0,3218000.0,,,,,,,388376.0,5538.0,1362270.0,,2019,unique reports
111319,2018-07-01,2019-06-30,2021-05-13,2021-05-11,v2010,25.0,56269791.0,12023790.0,44246001.0,11870715.0,2375760.0,,10409268.0,351.0,14.0,5.0,,,1050 MCDONOUGH ROAD,JACKSON,GA,30233,BUTTS,SYLVAN GROVE HOSPITAL,,0.226207,380348.0,49215.0,3977400.0,-75742.0,-663086.0,,-425705.0,,-258382.0,-102651.0,1343064.0,1969247.0,,,,,,,11503409.0,,2285566.0,,2019,unique reports
